playerId	playerTag	country	last_game_date	latest_rating	best_rating	worst_rating	diff_rating	rank	diff_rank	updated	win_rate	game_n	win_n	lose_n
1122420	Jacky		2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1164500	VoiceOfCain	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6	5.0	3.0	2.0
29119	QuitRage	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
3360184	shamus	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
30204	Big Sean	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
55830	GUNZaBLAZE	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
56914	John Rog	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
62097	LucasinoGamble	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
63895	Angrod	GT	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
66937	DEMON	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6	5.0	3.0	2.0
67489	Tus_Nalgas	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6	5.0	3.0	2.0
70116	Weasel	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
71303	Chef Dchong	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
3358605	Chingus_Maximus	CA	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
3385759	j3ster3	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
138010	Stachington	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
2398739	AzureHalcyon	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1511073	TA-Styles | ThatMan	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1570692	Duvernaut	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1596695	Artemisk	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1631891	Juices	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1652084	FinalEleven	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1659665	Yagel My Bagel	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1863687	Michnasty	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1934873	Bellnadetta	JP	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
2377070	Forks & Frying Pans	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
2460455	Aroyo	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
3432715	MiracleB	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
2494658	MACHURI		2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
2735694	Shmooger	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
2815399	compound	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
2829147	Alpacabean	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
2834198	Tio Scoob	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6	5.0	3.0	2.0
2868373	Idotitude	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
2978854	Gigazord	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
3290472	Lono	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
2230850	SushiHeaven	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6	5.0	3.0	2.0
1257224	Gorro	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1186453	RiceBoy117	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1173277	XDream	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
1166534	SomedaySoon	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
3434915	JAAKUL	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
3441282	DualShooter24	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
3443063	WeSaviors	US	2023-08-06	1520	1520	1500	20	1025	-1024	True	0.6666666666666666	6.0	4.0	2.0
