Datetime(UTC)	Event	Bracket	Round	Player1	Player2	Player1Score	Player2Score	Player1Chars	Player2Chars
2025-09-13 12:36:49 UTC	UFA 2025	Pools	Losers Round 1	4591922	3062564	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:36:32 UTC	UFA 2025	Pools	Losers Round 1	4290111	396301	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:36:32 UTC	UFA 2025	Pools	Losers Round 2	3699698	3531744	2	0	Guile	Cammy
2025-09-13 12:36:24 UTC	UFA 2025	Pools	Winners Quarter-Final	632437	3491075	2	0	N/A	N/A
2025-09-13 12:36:09 UTC	UFA 2025	Pools	Losers Round 2	617167	2464181	2	0	Mai	Zangief
2025-09-13 12:35:34 UTC	UFA 2025	Pools	Winners Quarter-Final	2615047	2316795	2	0	N/A	N/A
2025-09-13 12:34:43 UTC	UFA 2025	Pools	Losers Round 1	3567266	1685453	2	0	N/A	N/A
2025-09-13 12:34:04 UTC	UFA 2025	Pools	Losers Round 1	4023906	4836780	2	0	N/A	N/A
2025-09-13 12:33:30 UTC	UFA 2025	Pools	Winners Round 2	853554	4418704	2	1	N/A	N/A
2025-09-13 12:33:22 UTC	UFA 2025	Pools	Losers Round 2	3639957	4060913	2	0	Jamie	Chun-Li
2025-09-13 12:33:20 UTC	UFA 2025	Pools	Winners Quarter-Final	385608	661130	2	0	N/A	N/A
2025-09-13 12:32:24 UTC	UFA 2025	Pools	Losers Round 2	3269970	2104784	2	0	Sagat	Zangief
2025-09-13 12:32:21 UTC	UFA 2025	Pools	Winners Round 2	2182413	1503042	2	1	N/A	N/A
2025-09-13 12:31:35 UTC	UFA 2025	Pools	Losers Round 1	3564732	262051	2	0	N/A	N/A
2025-09-13 12:30:46 UTC	UFA 2025	Pools	Losers Round 1	3596432	2946270	2	1	N/A	N/A
2025-09-13 12:30:41 UTC	UFA 2025	Pools	Losers Round 2	3747010	2737036	2	1	E. Honda	Jamie
2025-09-13 12:30:39 UTC	UFA 2025	Pools	Losers Round 1	1670441	3236939	2	0	N/A	N/A
2025-09-13 12:30:08 UTC	UFA 2025	Pools	Losers Round 1	2666635	2139331	2	1	N/A	N/A
2025-09-13 12:30:07 UTC	UFA 2025	Pools	Winners Round 2	140787	3383512	2	0	N/A	N/A
2025-09-13 12:29:51 UTC	UFA 2025	Pools	Losers Round 2	3465084	4734205	2	0	Sagat	Akuma
2025-09-13 12:29:46 UTC	UFA 2025	Pools	Losers Round 1	3632533	3302078	2	0	N/A	N/A
2025-09-13 12:29:42 UTC	UFA 2025	Pools	Losers Round 1	4149210	836189	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:29:20 UTC	UFA 2025	Pools	Losers Round 1	2345859	341001	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:29:04 UTC	UFA 2025	Pools	Losers Round 1	846442	3811799	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:29:02 UTC	UFA 2025	Pools	Winners Round 2	226786	3567266	2	0	N/A	N/A
2025-09-13 12:28:52 UTC	UFA 2025	Pools	Losers Round 2	260462	2277767	2	0	N/A	N/A
2025-09-13 12:28:48 UTC	UFA 2025	Pools	Winners Round 2	4158599	341001	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:28:46 UTC	UFA 2025	Pools	Losers Round 2	519202	3618659	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:28:39 UTC	UFA 2025	Pools	Losers Round 2	3373033	1334813	2	1	E. Honda	Juri
2025-09-13 12:27:59 UTC	UFA 2025	Pools	Winners Round 2	3561126	836189	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:27:01 UTC	UFA 2025	Pools	Winners Round 2	370671	617167	2	0	Rashid	Mai
2025-09-13 12:27:00 UTC	UFA 2025	Pools	Winners Round 2	2151987	3297257	2	0	N/A	N/A
2025-09-13 12:26:42 UTC	UFA 2025	Pools	Losers Round 1	3531744	3082905	2	0	Cammy	Mai
2025-09-13 12:25:41 UTC	UFA 2025	Pools	Winners Round 2	3579639	1411451	2	0	Rashid	Sagat
2025-09-13 12:25:31 UTC	UFA 2025	Pools	Winners Round 2	385608	4931100	2	1	N/A	N/A
2025-09-13 12:25:18 UTC	UFA 2025	Pools	Losers Round 1	4545313	2051281	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:25:12 UTC	UFA 2025	Pools	Winners Round 1	1205297	3618659	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:24:01 UTC	UFA 2025	Pools	Winners Round 2	3491075	4023906	2	1	N/A	N/A
2025-09-13 12:23:18 UTC	UFA 2025	Pools	Winners Round 2	3398570	4290111	2	0	N/A	N/A
2025-09-13 12:23:15 UTC	UFA 2025	Pools	Winners Round 2	368359	260462	2	0	N/A	N/A
2025-09-13 12:23:06 UTC	UFA 2025	Pools	Winners Round 1	1503042	3062564	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:23:05 UTC	UFA 2025	Pools	Winners Round 2	3391721	319892	W	L	N/A	N/A
2025-09-13 12:23:02 UTC	UFA 2025	Pools	Winners Round 2	2136320	3747010	2	0	Sagat	E. Honda
2025-09-13 12:22:45 UTC	UFA 2025	Pools	Winners Round 2	623395	2415769	2	0	N/A	N/A
2025-09-13 12:22:23 UTC	UFA 2025	Pools	Winners Round 1	4418704	262051	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:22:18 UTC	UFA 2025	Pools	Winners Round 2	2526799	4060913	2	0	Luke	Chun-Li
2025-09-13 12:21:59 UTC	UFA 2025	Pools	Winners Round 2	3935651	4591922	2	0	N/A	N/A
2025-09-13 12:21:49 UTC	UFA 2025	Pools	Winners Round 2	1151706	3699698	2	1	Juri	Guile
2025-09-13 12:21:31 UTC	UFA 2025	Pools	Winners Round 2	3578750	3596432	2	1	N/A	N/A
2025-09-13 12:21:21 UTC	UFA 2025	Pools	Winners Round 1	4788179	396301	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 12:21:09 UTC	UFA 2025	Pools	Winners Round 2	661130	1670441	2	1	N/A	N/A
2025-09-13 12:20:51 UTC	UFA 2025	Pools	Winners Round 2	1816209	3269970	2	0	Luke	Sagat
2025-09-13 12:20:06 UTC	UFA 2025	Pools	Winners Round 2	2316795	3302078	2	1	N/A	N/A
2025-09-13 12:20:03 UTC	UFA 2025	Pools	Winners Round 1	617167	3727118	2	0	Mai	E. Honda
