PlayerId	GamerTag	CountryCode	Birthday
145794	Stizzle	us	
145973	AaronDaGawd	us	
146079	Stealth	us	
146163	Tofu	ca	
146435	Armoredx	us	
146443	BlueBit	us	
146905	juice	us	
147105	WashYourHands	ca	
147241	Demonica	us	
147248	K-Brad	us	
147267	High King Bob	us	
147357	GarvyTrain	us	
147534	Just Joe	us	
147545	KingBui555	us	
147558	Zaidi	us	
147707	Kamrin	us	
147729	Zynro	us	
147753	Coosco	us	
147755	Crespo	us	
147828	HungMule	us	
147900	ElChakotay	us	
147907	Phantom Miria		
147931	GuavaJelly	us	
148047	GeoLancer	us	
148181	FrutyCocoPebles	us	
148305	Snapplecap	us	
148458	Thunder DeLangis	ca	
148485	RicharizardR	us	
148527	Tokido	jp	
148647	pMoney	us	
148649	NYChrisG	us	
148679	AlexNoah	us	June 27
148764	FloridaboyYC	us	
148776	KV	us	
148794	EEK!	us	
148829	DeAnthrax	us	
148840	Koin	us	
148844	Jiewa	cn	
148863	ColdPipe	us	
149013	Kiu	us	
149121	shyguyking	us	
149222	Sky Nugget	es	
149312	JackDTank	us	March 26
149453	Treio310	us	
149962	Rosé Ray	us	
150120	VHS-Player	us	
150171	chickncup	us	
150202	Kpop Hwani	us	
150228	CG Sonicboom	us	
150317	Dragonglove	us	
150364	comeback386	us	
150461	Skwuck	us	
150531	Kasiski	us	
150845	Aceman	us	
151166	Vanbro	us	
151396	NeromaticWolf	us	
151613	CANDIDfellow	us	
151829	DanielRGT	us	
152030	Chino	us	
152345	Brickterium	ie	
152583	Téa	us	
152834	DmrFrance	fr	
153186	CrystalFighter1	us	
153316	wubbiq	us	
153411	Fresh N' Toasty	us	
153524	Element	us	
153855	BigTimeBad	ca	
153881	Bubbledotjpg	us	
154060	ChiefsAffinity	gb	
154091	Ramsey	us	
154397	Vanguard	us	
154550	febLey		
154647	Gatchaman	ca	
154742	pppatrick	ca	
155108	buktooth	us	
155262	Mams92	us	
155290	Awhile	us	
155429	ChrisCCH	us	
155732	PocketRocketTier	us	
155785	FSLink	us	
155949	Homie	us	
155992	Twisted	us	
156545	Eon	us	
156685	Koalaleon	us	
156735	Jeff Diddy	us	
156779	Roman	us	
156811	Triiiclops	us	
156936	Barry	us	
156937	S-Dell	us	
156993	Andy	us	
157184	McBattlr	us	
157225	Nephew	us	
157335	The1TrueChaos	us	
157357	Dr1ftwood	us	
157411	Brodavid	us	
157644	JustoMania	us	
157755	Dirty Llama	us	
157900	Dracostel		
158044	Kyonmode	ca	
158339	ReyDelEmpire	jp	
158395	dhdhdh	sg	
158522	JameS	us	
158588	Somner	us	
158628	Nickface27	us	
159114	Wallaby	us	
159513	Chozo914	us	
159946	Tux	us	
160099	Tenfold	ca	
160131	Ampsen	us	
160464	Riddles	ca	
170652	Wagner	us	
170962	Madao	us	
171126	seveleii	jp	
171454	JayGeorgeM_20z	us	
171490	ScrawtVermillion	us	
171674	FuLLBLeeD	us	
171968	FlameKai27	us	
172265	Willo	gb	
172395	vulva	ca	
172460	Kenma	us	
172538	KenWithGlasses	us	
173267	MrMaday	us	
173349	Diaphone	us	
173506	Cujo Kate	us	
173790	Papin	us	
174666	papashango	us	
174845	blackwind		
174921	Somesorta	us	
174929	Zaferino	us	
174933	Nacer	us	
174936	KINGMAN	us	
174967	NGamer3k	us	
175006	Clasico	us	
175085	Zed	us	
175122	Calvinwick	us	
175147	2D	us	
175281	Mattikus_	us	
175285	iHeart_TWICE	us	
175316	Kevin Teque	us	
175321	DG AL	us	
175354	Sheldon	us	
175367	Faddy	us	
175584	Swee	us	
175773	Shady	us	
175841	Latino_Link	us	
176261	SaltyChris	us	
176349	Maki	mx	
176357	Ramesrock	mx	
176509	Wander	us	
176575	Hokuto	mx	
176632	Skeletor	us	
176815	deepestdrip	us	
176820	ShadowPayaso	us	
176843	Dougie	us	
177096	n0thingman		
178361	Seanwhy	us	
180191	LetalisVenator	us	
180262	Xen	us	
180265	RobertChang	do	
180514	xMoondo	us	
180567	Yato 2	fr	
181393	Djqubi	tr	
181942	DeadlyChicano	us	
182119	KJMASTA	us	
182135	Murtuoso	pr	
182143	MechaManDan	us	
182147	Gwizard	ca	
182218	Zen Katsuragi	us	
182430	Arthur (Bear)	fr	
182596	Chris_F	jp	
183027	Psycho	us	
183069	iPeru	us	
183585	Professor Lex	us	
183854	Stuff		
184121	FlashMetroid	us	
184265	Kuroneko	us	
184440	MJ_Gama	mx	
184622	Casidilla	us	
184665	purifyws	us	
184674	KrabbyJP	us	
185355	Iori_SLP	mx	
185620	The Highwind	us	
185827	TheHadou	us	
185944	SonicKurosaki	us	
185981	DiabloBison	us	
186184	Raaban	at	
186279	MaggotSai		
186553	Savion	us	
187069	NewbTrait	us	
190794	TTF_Delux	us	
191149	Rakali	us	
195028	Chano		
196952	Sagres	pt	
198110	T.Eagle	us	
198947	Who, me?	us	
199136	chielover	us	
199557	Rock 'n Rollback		
200060	JDR	us	March 11, 1996
201598	V-TWELVE	us	
206515	Jean-Carlo	mx	
207696	ShyNeku	us	
211121	Dragon Ninja	us	
211447	Juggernaut	us	
211707	YummyYum	us	
211856	dinotail	us	
212345	Gradius	us	
212351	GamerBee	tw	
213201	FineLikeWine	us	
213337	13TH WARRIOR	us	
213752	Ambush	us	
213814	Silverbak	us	
213833	Orfion	gb	
213861	D3King	us	
214100	Oil King	tw	
214109	Mataso	us	
214144	Santa		
214434	SniperBeam	us	
214477	imthinkingman		
214928	Jobber	us	
215127	Richer	us	
215135	Cysteen	us	
215276	Broon	us	
215353	Shade	us	
215370	801 Strider	us	
215386	Synx	us	
216334	Super Raptor	us	
216641	AndyOCR	us	
216906	frost_ggb	us	
216936	Bgmegaman2001	us	
217047	Shrugu	us	
217387	Sol GoodGuy	us	
217493	Al3xtehkidd		
217529	Dr.Fraudulent	us	
217555	XeroDgX	do	
217587	SpongeJordan		
218532	Glutton	us	
219793	HANSON	us	
219890	Anoter	fr	
220083	AyMeeko	us	
220106	Covina Kid	us	
220167	rapiD	gb	
220196	ColdBurn	ca	
220435	NO RESPECT	us	
220556	Taku|Da|Awsum	us	
220571	Hazure	us	
221001	Mr. Z	us	
221066	bgenio	us	
221092	Rooflemonger	ca	
221119	Chaidez	us	
221231	Astrus	us	
221585	TEEJ	us	
221707	crazyjc	us	
221836	Kurokiba	us	
222935	Mister Spooky	us	
222953	Kendall Roy	us	
223154	TonicMinor	ca	
223552	LowFlow	us	
223562	stopsign	kr	
223778	Trofest	us	
224299	Leviathan	us	
224353	Ifeanyi	us	
224650	MenaRD	do	
224697	Caba	do	
224715	Commander Ice	ca	
224905	Toki	us	
224971	Robin Legacy	ca	
225172	FearSymphony	us	
225272	Splatoon Enjoyer	us	
225344	Hoku	us	
225400	jonsf	us	
225401	Vitrium	us	April 7
225471	MaddyCrimes	us	
225548	Bwead	us	
225707	AggroCrag	us	
225831	Dragongod	us	
225879	All Of Guardin'	us	
225907	@WheelsFGC	us	
225974	Lilac!		
226151	Reiketsu	jp	
226199	Afroenigma	us	
226273	Lalo	us	
226374	ThotBusterNo1	us	
226452	Denis	us	
226775	RASS	nl	
226786	JAK	us	
226884	Drake	us	
227082	PanasonicYouth		
227226	Fierce	us	
227233	Starmar		
227807	BioBillyBones	us	
228089	Travnks	us	
228113	semy28	de	
228548	Yoanp	us	
228582	Tekkamanblade00	us	
228743	NL	kr	
228746	KOREYTHEDRAGON	us	
228834	Gilky	us	
228863	Negative Perimeter	us	
229191	Grimm	us	
229896	panchon	us	
230200	Jdub06	us	
230538	One-Al-Ski	us	
230706	Sebby	us	
230770	EcrYptic	us	
231158	josipx	us	
231317	Pickle Stein	us	
231416	Faker	us	
231680	Lil' Evil	us	
231727	GnastyGnorc	us	
232009	xXGeorgeBush	ie	
232171	Bash Williams	us	
232519	jstraubz	us	
232590	FcAgent	us	
232594	Marquis	us	
232778	Burn Notice	us	
232824	Bonchan	jp	
232847	FR E SH A VOCA DO		
232899	Couch	us	
233037	Kuzco	us	
233041	Yingah	gb	
233099	Skeezer	us	
233876	Pain	mx	
233884	Mia	us	
234086	Schiggy	at	
234517	swiftzx	us	
234825	banjo	us	
234855	ohmeohmy	us	
237340	Phenom	no	
240030	Lateralus	us	
240143	ElephantBones	us	
240230	Punk	us	
240323	SALPACINO	us	
240478	Antony	us	
240655	Kirbakirb	us	
240766	OneTimeHero	us	
240785	TIGERKHAN	us	
240845	Jigz510	us	
241841	Butsuri	us	
242353	Turtles	us	
243135	HoseaFidel	gb	
243196	Itoshi	gb	
243315	HoodPancake	us	
243386	GinoDacampo	de	
243844	Loxe	us	
244048	Mathias Wolfbrok	fr	
244116	Grab	us	
244312	IslandBoy	us	
244458	Namdar	us	
244601	ChadDrawsThings	us	
245461	Burkish	us	
245814	Neoxon	us	
246317	Baked Potado	us	
246630	シーナ	jp	
247237	Heapski	gb	
247423	Streakz	gb	
247463	reverbA3		
247571	BearNoodles	gb	
247959	Lavi	us	
247963	INeedFruit	gb	
248724	Frankie G	us	
249008	De'Walsov Jericho	us	
250025	Michael Jackson	ca	
250231	A1sauceDaBoss	us	June 2
250744	たけ(melee player)	jp	
250757	Donkos	jp	
251230	Ner0	gb	
251862	VertebreakHER		
253698	Emperor	us	
253749	Mochapandakupo	us	
253797	Redsoul	us	
253801	Ego	us	
253938	Demon of the Mist	us	August 9
253961	ZG	au	
254028	Ninieru	es	
254201	a2brandon	us	
254252	Sketch	us	
254352	KK AllTheWay		
254522	Entar0	us	
254549	Sythe	au	
254572	Hawk	us	
254586	GoodNormals	us	
254915	Truegamer	us	
256508	Zalokus	us	
257033	Docta Afrikan.EX	us	
257114	Nas	us	
257924	GEN D	us	
257927	JaMarvelous	us	
258173	chrisymandias	us	
258193	Ghostman	us	
258687	Chaoser	us	
258743	smut	us	
258755	Nintenjoe86	us	
258815	99centMcFury	us	
258850	Chris Chaos	us	
259655	Ohgrr		
259675	Brixbro	se	
259696	YungTate	us	
259714	robo	us	
259748	Diddy Sinatra	us	
259852	big mo	us	
259904	Mother Chorizo	us	
259996	Doctor No	us	
260016	Razing Phoenix	us	
260121	bujogi	at	
260259	Eratikk Menace	us	
260272	SouljaGod	us	
260318	Kenshiro_FGC	us	
260376	RamenHoodlum	us	
260461	Neilo	ie	
260462	Ian McTetly	ie	
260678	El_FuerteRD	do	
260764	Xx KI STREET xX		
260934	Seth	us	
260984	Krash	us	
261100	Shane D	ie	
261213	JB	us	
261255	KAMI	us	
261364	Gillstolemyride	pt	
261406	Kubisa	gb	
261426	Dawong	bs	
261902	tarotimeFL	us	
262051	TwiF	fr	
262161	Raphioli	at	
262833	Goldeneye161	us	
262917	Lilo	do	
263334	HUFFMASTER J	us	
263431	Shogun17	us	
263534	TheRisingDragon	us	
264004	Fort	us	
264107	Mr Mostafles	us	
264241	Risky Sweep	us	
265073	Suleymon	gb	
265265	Moisture	us	
265507	Lanimal	us	
265738	BeefLingerie	us	
265887	Raven is Raw	us	
266077	Uwabami	us	
266220	Stompinstein	us	
266459	Rex	fr	
266493	Dogura	jp	
266549	GO1	jp	
266826	PheNOM	us	
266861	CalZ	us	
267562	man i love glizzys	us	
267577	Kenny Big Back	us	
267614	CJ	us	
268140	Drama	us	
268862	Mostdopewill93	us	
268883	LRy	us	
268964	Jufee	fi	
269198	GemIcarus	us	
269910	jman1954goat	us	
270350	JumboTurbo	us	
270786	AaronS	us	
271844	Sicktastic	us	
271863	UltraDoomer	fr	
272192	CasinoBala	us	
272195	LoudGoat	us	
272197	Nuttacon	us	
272214	Spicy Churro	us	
272220	Sero the Hero	us	
272240	Nino-Diablo	ca	
272241	Alex E	us	
272283	Pixeled	us	
272382	KIKKO	us	
272413	Saturos	us	
272464	mopreme	us	
272480	Larken	us	
272489	KICKFIST		
272503	rockwell1398	us	
272570	Kenny2Slice	us	
272575	yoshito	jp	
272628	MarioPrime	fr	
272656	Aurich	us	
272673	NAWSTY		
272691	Robbie V.	us	
272744	CToss	us	
272790	ewaller	us	
273047	Cakestina	us	
273135	Rikar	do	
273181	Uyzel	us	
273194	Cammy	us	
273623	ZachCat	us	
273670	Clovar	nl	
273727	MinohThreat	jp	
274186	Shwerpy		
274494	Johnny Volcano	us	
274663	Lwke	us	
275052	CbusToxic	us	
275557	Sugar	jp	
275617	Moey	us	
275722	Bert1	it	
276216	Jack Chop	us	
276621	Skillzilla	us	
276765	06shin		
277175	nozarex	at	
277312	Sheepyhead	us	
277358	Momochi	jp	
277365	ChocoBlanka	jp	
278215	Bowzachi		
278236	Cozzy	us	
278676	ZurkeyDurkey	us	
278727	OTC Fresh	us	
278849	KAZICHT	us	
278918	Psicose	us	
278994	buko pandan	us	
279249	TresPasito	us	
279704	MurcielagoOreo	us	
279849	SJ	us	
279942	Overhaul	us	
280102	Erickson Shine	do	
280984	Storyteller	it	
281085	あず		
281087	SCORE	jp	
281196	Bojac	us	
281274	Rewind		
281348	Iggy	us	
281561	Katsu	us	
281570	KenW	us	
281787	ishi	jp	
281890	Corner-Trap	us	
282021	cosmic_blade	us	
282050	miochiko	jp	
282501	Tundra	us	
282715	Meowscarada	jp	
283035	8=D	us	
283529	ArmoredDeath	us	
283922	2G Or-Not2G	us	
284208	Bluprint4	us	
284237	Gearbox63	us	
284554	Niisoks	gb	
284640	NikofTime	us	
284643	Astarte	us	
285216	RaidenV4X		
285284	Fake Brit		
285508	Nothin Special		
285743	Voltrey	de	
286021	Graddy	us	
286046	HAIL2U	us	
286412	Vermilion	us	
286999	Tha Deezo	us	
287689	Shen Blaze	us	
288484	Brownrice101	us	
288591	Alonsuke	mx	
288737	azormx	us	
289259	Stevie Steelz	us	
289510	dreiss	us	
289721	Pusheen Sid	us	
290538	Carnage		
290683	BigRig	us	
291171	JackPain	us	December 7
291254	CrossoverRD		
291259	LuiMan20	do	
291741	Tezuka	do	
291949	Skullatoran		
292318	Joan_Light	do	
293516	BadMatchupGaming		
294270	Royale	us	
294549	Droker	us	
294710	Timez	us	
295103	Xian	sg	
295235	Claw	us	
295592	Urbanaut	us	
296802	Nicer	us	
297220	Cronux	us	
297259	FREESER	au	
297265	Gotcha!	us	
299044	Fearpig	us	
299374	SmashAce	us	
299390	Apollo Armando	us	
300164	PhantomThief	us	
301331	Solred	us	
302527	rairai	jp	
302710	Hero	us	
303341	Dragibuly	fr	
304314	Spartan117Snake	us	
306742	kloudchasers	us	
306937	dosboxfalco	us	
307506	Greedyjr22	us	
307762	wtfalcon		
308176	ClearStickGuy	us	
308425	Mr_96atl	us	
308734	Tringy	us	
309339	Sampai	us	
309520	Klauis2915	do	
309738	QO-DF	do	
310301	CuhzLightYear	us	
310459	Outkast	us	
311229	Death As A Gift	us	
311690	CezarLeo	us	
312107	MrEstrella	do	
312149	Misterkeebler	us	
312156	LOLcheeseORZ	us	
312174	Rizzo	us	
312188	RemyCajallena	do	
312297	Jochy	do	
312917	Ingage	us	
312943	Odin	us	
312953	takera	jp	
313153	Traestarr	us	
313551	Goofy Boy	us	
313609	DeDReZZeR	us	
313771	TF_YULAW	us	
313805	Showl	gb	
313909	CamPaine	us	
314142	Spoon	us	
314325	JIN863	us	
314715	Itabashi Zangief	jp	
314718	Thomas Dee	us	
314782	Problem X	gb	
314847	Kamaitachi	do	
314928	Shakz	gb	
315183	Rafados	my	
315188	MindRPG	th	
315421	TDB-JdoubleC	nl	
315435	Papa Pummels	us	
315464	Owain	us	
315529	Imstilldadaddy	gb	
315621	CuddleFiend	us	
315690	DRBonus	do	
315747	Healing Vision	us	
315919	G.Wiz	us	
315945	Er_Co	fr	
315964	JTalk	us	
316139	Pokevirus	us	
316177	UFO	us	
316217	BeastSzn	us	
316312	Jeuno	us	
316322	Zangan	us	
316608	bams	gb	
316632	Geez	us	
317140	Joe Rod	us	
317443	Luminous Jellyfish	us	
317564	Solidus	us	
318096	Quis	us	
318181	dameninngenn	jp	
318193	MrRikoho	fr	
318418	C. YA	us	
318620	Bull3t J3st3r	us	
318636	Yo boi tree	us	
318722	Westinulk	us	
318910	conn3cting	us	
319526	Kevon	ar	
319892	Lil'Fox <3	hu	
320105	BlueRizen7777	us	
320110	Rafael	pt	
320332	A$AP R1CKY	us	
320631	Crowlak	pt	
320833	blinn	us	August 10, 1998
320899	Jona	mx	
322852	J_Flo	us	
322869	Danny	us	
323018	Hoyt	us	
323054	Zantetsu	ae	
323085	Hurricane		
323152	GeorgeM01	us	
323188	NormThe3rd	us	
323353	Tyrant	gb	
323511	Luffy	fr	
323524	HIKARU	jp	
324004	TentacleHentai	us	
324019	Phos	us	
324033	Roxas	my	
324161	Esuta	jp	
324244	Dame Yen	us	
324556	Tombeary	us	
324557	AmirXL	us	
325114	MoonBoots	us	
325156	Yokoh	us	
325360	Jr. Dan	us	
325382	thecrecarc	us	
325962	ddgreen94	us	
326261	Blue Thunder	us	
326628	SCORPYN702	us	
326923	Klimax	us	
327575	sako	jp	
327743	MrPouletsident		
327752	天地	jp	
327771	koike	jp	
327935	GranTODAKAI.EX	pa	
328125	DashxRendar	us	July 1
329044	Icarus	gb	
329079	Boogie Lopez	us	
329687	MrAbstrak	us	
329692	yankho	mx	
329766	Chopper		
