playerId	gamerTag	country	countryCode	imageUrl
173349	Diaphone	United States	US	https://images.start.gg/images/user/97899/image-bbac4a96a2505caa0dcc310a7b723b02.png?ehk=AWdO0FIgHdGM%2BwWyOOIPKjA3hvGuARmV2NFby6ZR29s%3D&ehkOptimized=vGbm8yKSHcHO%2BygXFSLhioXN3uk3aS94bdk7IgK6R4Q%3D
132321	Julio	United States	US	
359546	UMA327	Taiwan	TW	
859219	Masoma	United States	US	
139983	SonicFox	United States	US	https://images.start.gg/images/user/79657/image-6c68295fad5f18fdba2fb9b40da060ca.jpg?ehk=jwNjn5I6se6SROELHFVCEJ%2BHE2xqtGzpAxfGqKbeJ5U%3D&ehkOptimized=hFYyOmR1zrKpjsTukMNc4dxG3CsHUZE41N%2Fx7zmS4t8%3D
3505115	jaccy	Japan	JP	
1228620	Yanai	Japan	JP	https://images.start.gg/images/user/775099/image-b8ee123027472eebf98658c65c88b10e.jpg?ehk=uM%2FFhwqrtPwGDohYphr9bZCIDeNhpWtWXh5pdxTnhJ0%3D&ehkOptimized=9XzWjQtaF%2Fx7%2BMt6Un11DgjEQUvRGdFjpipNeXMT2Og%3D
376274	Reynald	United States	US	https://images.start.gg/images/user/256819/image-13e5592a1fc27ad910a9180e98940e0f.jpg?ehk=eE6GtgLMVZs0BGDDAJCL6kHfKgdI2YOpH23WU5ilQYU%3D&ehkOptimized=eh%2FwtmmNtCnKvhym3M2tGzSizNaIyvayzUNTMr%2FJV%2Bs%3D
184121	FlashMetroid	United States	US	https://images.start.gg/images/user/106170/image-07b580f56f92930039f5d55e357b1e65.jpg?ehk=qdx2xu%2FeUEZTaKzSggIY0mRsOQJGRFaR2mP4ZG5do8w%3D&ehkOptimized=Gs7x36T%2F5SmbKeqdCYA7f0eXgVcNgWzJLhAg1EBVziU%3D
379268	Big Bird	United Arab Emirates	AE	https://images.start.gg/images/user/259390/image-bd49fa80aba6390e4ff41a7d42f4c41a.png?ehk=34R8ZKYczyC9aDxAMt24Ged7ChkEDNF06NcenohLAyU%3D&ehkOptimized=ADfwkAIJYlkMIDbsi3P3JZ4SnXCSf4iRRSM3fnnFDbg%3D
2441054	Ryukichi			
699782	Kilzyou	France	FR	
149240	Babushas	Mexico	MX	
401790	Ryusei	Japan	JP	https://images.start.gg/images/user/279743/image-076699a81ce00bd91e19733ddaf09f17.jpeg?ehk=BYDwr0I1Uc1ssY%2BSTy6q9EHrelhWTF5%2Fyk6vGfuOgWs%3D&ehkOptimized=%2Faf7IAFBnLoaDtjJEq9EV%2BUu2yzNy1Ymes0nxcFglVw%3D
135910	Daigo	Japan	JP	
1791717	Hikaru			https://images.start.gg/images/user/1102738/image-de7890f88656009c325c7fecbf20d828.png?ehk=%2FtrteFsqgR%2FmHtvcBRUrk02MqT2zhQTTlgJPsuXQcMk%3D&ehkOptimized=r2kzQ5nNEEOURQc6oNve58xoPcV9sf08%2FPp1PMQf6kw%3D
70855	KUSANAGI	Mexico	MX	https://images.start.gg/images/user/52587/image-d23c38e744b856d7c6b65b444c989062.jpg?ehk=hIdozFPhFYAKwKez5spFkFrgKk%2FfxnGLLwRvqhiKI2o%3D&ehkOptimized=ULTAAj%2FsgwtELGeFWG48LNc%2BR2AunXTooXHN4Dieac4%3D
861163	Naji	United States	US	
338696	ACQUA	Japan	JP	https://images.start.gg/images/user/230549/image-99c399959931df8f46ad1609e04d6b45.png?ehk=0h4p2m%2FY7YFjsLwasoOBo%2FptuHM4WeD0xym%2BmFw%2B9oQ%3D&ehkOptimized=XJU9V3eFfb8t4P2CnwBkeTy5gpsbRYwdxDROf7SwIKU%3D
228743	NL	South Korea	KR	
135344	Semiij	United States	US	https://images.start.gg/images/user/76296/image-6ecdf23c9801c2a188750aa10c27641d.jpg?ehk=Ni3Den49eB1nycdaRJtB6PUSPiWf7fLdk%2FLbrVag%2BQo%3D&ehkOptimized=hF3d5jmOzlHOKt%2BmY6t8vJ%2BfLlzvtetNhjk47KbENKk%3D
487424	pugera	Japan	JP	
172302	DRDANNYPHAM	United States	US	https://images.start.gg/images/user/97150/image-dbf8204565e1442ec9194394e8af8e4e.JPG?ehk=EiD4dPsmP2Nr0GpCfkwDIAqX8VZPmsoIMcRvnVzzS3M%3D&ehkOptimized=%2BB2EVRCdI6DCXKgK36qnCfEB400TPhomu3ZW7Mq3S%2FA%3D
3285802	小路KOG	Japan	JP	https://images.start.gg/images/user/2111559/image-7ccb0b67e78f06af27c4a60a89d728e9.png?ehk=85IQsVnaaergW2LG5Jr1hXlsdklfeunMK0HFbOJkNZM%3D&ehkOptimized=nStHGZpvxzClTGCEhU0EWEKzMYSm2ZU29RESIVJQtSk%3D
581205	Duston	United States	US	
212351	GamerBee	Taiwan	TW	
237340	Phenom	Norway	NO	https://images.start.gg/images/user/149987/image-92d05cec5adc250a390a147455657728.png?ehk=GBjJjqf0fsEz2OFB%2BBagcq37Q%2Blg4Ab6fjmXJBAcE5g%3D&ehkOptimized=3N9nZmJzguGiulzFTyKudNeGF7V2TPYl1LNJ9suToN4%3D
404377	John Takeuchi	Japan	JP	
131184	hsien	United States	US	
623395	Valmaster	France	FR	
155429	ChrisCCH	United States	US	https://images.start.gg/images/user/92873/image-15bece155204f8d1346e8ed393f3d937.jpg?ehk=PxvB6QUCPjYh%2BFcmBa30pqiCvV58Zh69TMRWFSaSh%2BM%3D&ehkOptimized=6zqFRgd7RqcBlQdqrK%2BrNpEatk%2Fi7kDIsgkklB6gmck%3D
979448	Dyloch	United States	US	https://images.start.gg/images/user/620299/image-89f071c2675fc2965a5d32e59d142727.jpg?ehk=gNOuXEOBkWP09OIM5R49%2FEORVedtuA8LyHyfV8ha2m4%3D&ehkOptimized=olOToeboyBW572hWNDoL6a4rbPUucsCIisZAr1Z9GBk%3D
339687	Chris Wong	Hong Kong	HK	
565962	Fenritti	Japan	JP	https://images.start.gg/images/user/396126/image-9bb11ad2c4347743f1997f44842056ef.jpg?ehk=EI04JXuNYz%2BMQNnTpj8GT09oYhTCi%2F7WcLQs%2FW76trE%3D&ehkOptimized=93DgS3pb1oyQzyrzIbfNCfh0eHew1wAH0wpyeJuRufk%3D
751061	Ajax Fidelity	Puerto Rico	PR	
1345485	Adrian Riven			https://images.start.gg/images/user/844781/image-186813f51f2ff886fe423bf4f68a9780.jpg?ehk=%2BM0SekhMglyHImXIdBs0T%2FxYucVCYvtpAcCv%2F3sxqlk%3D&ehkOptimized=k4zpsvEwR2ft1ZEBWl4Qm44XKxy6sl6gZ3t7pR4JYYE%3D
1853361	daikoku	Japan	JP	
146079	Stealth	United States	US	https://images.start.gg/images/user/85171/image-f3a3ece8d5a7ce1f5a0dfd32937be2dd.jpg?ehk=ybe2%2BloILcyPghwqLRTnktB8AA8NgAUew3dVGuknAw0%3D&ehkOptimized=ND%2BTC0Ulog1ipiYZ5H%2F%2FI%2F%2B6wC6f4Gvx6N7uQsH121E%3D
141329	Dual Kevin	United States	US	https://images.start.gg/images/user/80555/image-caddf170b2aa9625a2c0b3140ae417f8.jpg?ehk=kBVG7z4z1lyJyFfD%2Bq3F8SoVMy7dNxQJDqU%2FgV9NAnc%3D&ehkOptimized=NO7gSBaiSR1dL2y4PD9TucsHjH8okEkH8Cu9W2yVTjI%3D
314715	Itabashi Zangief	Japan	JP	
894065	Noble	Japan	JP	https://images.start.gg/images/user/568822/image-18454d62865f0308c380d6324ee36a51.jpeg?ehk=vqCV6DaZXUFcyMz6PBo8MMr24IamtQ6cihIhrSYastI%3D&ehkOptimized=bxCDhOle3IW5g7486QqvxPCrC1G1SmJeOXP24xXdAOc%3D
184798	PortaJon	United States	US	https://images.start.gg/images/user/106833/image-4b24b323ed6339721aee8426d7a554f3.png?ehk=ZVRSoO7mQQ6LjU8J35JqogqGJ5zB9oeWHvIi%2FVVyRqc%3D&ehkOptimized=VyY4nptV%2Ba8KgDDHidCdu0wOPaYpo0l3WkODaVN2dnI%3D
561804	KR_Wrestlingman	South Korea	KR	https://images.start.gg/images/user/393844/image-f4aa3e14227c9b9d85f37a4854c0641c.png?ehk=Cqlia2GewDHkv4E%2BkZFbo%2FRSZqF7A8XoiQ4wUy0ybUI%3D&ehkOptimized=r8hZT7vFSQxblydYP9FIv7WPdviwjnwrtvnm7UdjmVo%3D
139339	Speedkicks	United States	US	https://images.start.gg/images/user/79016/image-4e3369a62d9ddf89489810e2e06a155d.png?ehk=cyALZbAhQDzM4YXPm14S8Z4BaQf1VofPdzxKzc%2Bkqvg%3D&ehkOptimized=As1R4j2sJSpqUaeMyOwDaLROfBDVDW0wUQwEzgYhQGE%3D
1988145	Zykles	Canada	CA	https://images.start.gg/images/user/1264100/image-c67a0aa91085bb1bdd3a323c1d702e14.png?ehk=5bmFJbWhI0S4BkuFg0JyObz7ruBrXQJZ9m6Z3FsgpOs%3D&ehkOptimized=APx4i3%2BXJ2aWpB1KCEiKpsVyZh5om2P0HAEG%2BcWFhME%3D
755025	GentlemanThief	United States	US	
872530	COMBO FIEND	United States	US	
404179	Tachikawa	Japan	JP	https://images.start.gg/images/user/280719/image-87a78c2f52f186245f02279590fb11e1.jpeg?ehk=3rk1ELik8jlHmaBoqdCxmrGwl5Fgem48JHjhnpFhQbo%3D&ehkOptimized=tRHRFhJMrsyEWICOKRpDIqJaMgNci%2FTDar4147AHKd8%3D
395875	MOV	Japan	JP	
616069	Johnny	Japan	JP	
138015	Mago	Japan	JP	
796357	Skyll	France	FR	https://images.start.gg/images/user/520363/image-977dc9407958ff9e6c4cb83a588d85b9.jpg?ehk=Q3S1FZ7WF0tTXtqO2xoe6tyaLaB%2F6FQ4gldLBY9MQFQ%3D&ehkOptimized=6SLJD0ZsiwbT4uZ28%2Fk%2BBfxpq%2BU%2B5KUyPwE6EBErhVg%3D
393894	og_killakam	United States	US	
57141	Kizzie Kay	United States	US	https://images.start.gg/images/user/42753/image-057badfc969c2b8975bfea1fe20373b2.jpg?ehk=R081c5KvoKc4Bium9hU%2F4uV0gLDN%2BLJlw%2BkidSCJeeI%3D&ehkOptimized=IS3ozDM8E5lfxmmIk0nbecnyA7q1kva8r3rPg5RPPsY%3D
1816209	NoahTheProdigy	United States	US	
148649	NYChrisG	United States	US	https://images.start.gg/images/user/87475/image-74607ff11d14ca0572e667f9cebea306.png?ehk=ZC204JSg07dEY%2FXHlkJAYAe0hciqUYy6FiWZ2HXEZtE%3D&ehkOptimized=4OPu0KJIPR7Efd6icjxu9Jiq7HV0heKjAHJuvRyRbbY%3D
660130	KUDO	Japan	JP	https://images.start.gg/images/user/449712/image-4a23ea57b3b241a8df3d55921b6b062f.jpg?ehk=Z5E8K2ueGsFomlVgKwC595r4%2BpohKYIZmFr77ViIqRk%3D&ehkOptimized=k2bw3B9tsdZZuEmVZ61c8Aa61wLk829t%2BBB6%2FpTpwas%3D
174929	Zaferino	United States	US	https://images.start.gg/images/user/98588/image-a21e7f9b48fdfac6c5b7d513e537de36.jpg?ehk=OtPOxXbx6u3OJMr6uUpl7OjvdDdPiJsS%2B6C5ZqPjrn4%3D&ehkOptimized=tZuytlqnPttKvD7nPqtmRisRNJvgWSXGFlbxxEZvpe8%3D
540590	Zach	United States	US	https://images.start.gg/images/user/380748/image-4d4f82d211cb9958009c9148f06dcd85.jpg?ehk=bB4D8YsDLxq%2BTrHptgY4K9e96jLbr%2FixTjmgHrCpFME%3D&ehkOptimized=EhlYPfXYqnoZvia1D1itnz3S5q8PmyjDS%2BCRPqzxOWM%3D
157225	Nephew	United States	US	
134671	1NSiiDE	United States	US	
338795	HotDog29	Hong Kong	HK	https://images.start.gg/images/user/230660/image-b6bd1b8de49baaccc67c934e6fe761fd.jpg?ehk=X7uR%2BjOzR6LW4qJCG0TWAFhuhZJDHwS2VaaeQNiGx%2Fk%3D&ehkOptimized=EMP%2BpOjpl6f33kZOZDBSB9GCwX%2B3PaQSmSXLLJYQ9Yg%3D
213705	FluxWaveZ	Canada	CA	
184440	MJ_Gama	Mexico	MX	https://images.start.gg/images/user/106479/image-1748d28034319555b1ad618621a0d9f8.jpg?ehk=Y3T193Sti0Pf1CDXf514QqCYwOzGdu8uiKraomXnB%2FU%3D&ehkOptimized=nIAuq0i6I7UdYgzffLjuJYA7GeYVWSeFUTmHxC1bRLU%3D
356363	gachikun	Japan	JP	https://images.start.gg/images/user/243080/image-991de123687f7cc31f498f8a861729c3.png?ehk=%2Fsm6HNIQJ7RxevRCXM5M3%2BfWjA2GguftF3se7zndCog%3D&ehkOptimized=8y3Mc3fxXgiU4KktnOWqPc9X0jO6sGx0nd985sf3lwI%3D
683508	Tony_Shuai	Japan	JP	https://images.start.gg/images/user/461537/image-7c5fd074fc9f48687e1d74b82d9c5c24.png?ehk=BbbHTiUrcx%2FunFhlnxETyfQE0s05o53NO8Z1UJh4Erk%3D&ehkOptimized=Yyf2XEQDvKCUhdPtVWHsBm2p1ZHd1HYYyDz5JoFTISU%3D
701233	-Zenith	Brazil	BR	https://images.start.gg/images/user/472310/image-91dbeef98c7cabe2d969eae2476edfb6.jpg?ehk=%2FsNukyh5XlpzOVJxWO8gFZ%2FNd4kuYSwpe94L9XzMglM%3D&ehkOptimized=KWb71vFNFMIaSVPNyqypmpz5RzVsuk4ZDvgqW%2BBDmCQ%3D
1574500	CAG/eita	Japan	JP	
138923	Crucial	United States	US	
66297	Filipinoman	United States	US	https://images.start.gg/images/user/48951/image-0b91515d80e6c7e7c27c0b79bc641e1c.jpg?ehk=Cdzlf28dgw0jnHEu4ua0wUHK7M%2FAjEHYl1dQ9o%2FVBhk%3D&ehkOptimized=tmAWXMKxIGO7cgzi5ZJ0Ldqp2zEE%2FCR%2BhEOYqhBUbNM%3D
366077	Joey	United States	US	
2450920	Scythe	United States	US	
842619	Blaizzy	United States	US	https://images.start.gg/images/user/542814/image-3519aef34cceb9feeffa35e42537dbc8.jpg?ehk=6%2BIcumqRet3zC6vETFlHEjafoFCTUI0XmdE9tdG0M20%3D&ehkOptimized=s0iPKK4dZzSB44Zkt4ZK4FsEhwbx29aKvNQzjxWY7Ic%3D
378803	Kichipa	Japan	JP	https://images.start.gg/images/user/258945/image-73dfb0919d618f4ffaa1bb7a28d32beb.jpg?ehk=NIc3vnlLSYHYPAUd5uyNkm6jwxNZhzxS%2BNlSwFwsXyQ%3D&ehkOptimized=sbVnqzsr1KkexfJtYGQDyJ3dFkDZkn5QjN%2FaGa31usI%3D
245461	Burkish	United States	US	
67022	Bass	United States	US	https://images.start.gg/images/user/49242/image-65f6ebdc13dc660f537d810d5c2c1ad5.jpg?ehk=ba62O4SleWZmLLTeOUeB%2Bm6mZUZS7%2Fwo0H8I6bR5D5A%3D&ehkOptimized=9bTz8X6g3thKWkrFS2CbosMrNjku89fjoE86c0dx51g%3D
1451241	TheSticky	France	FR	https://images.start.gg/images/user/474311/image-511fbaedd3c5696df8ba9f2dcc87f79d.png?ehk=SyLFqVyhzG%2Bv%2FN8%2BMGZ72pnV%2FvIAofzcgfdEYF6%2FCDE%3D&ehkOptimized=B45GZYxxeILxLXdwLAxDQlsRZXHKsIk8zqg%2FoG3qI7c%3D
62954	Charlie	United States	US	
3500727	Ramos	United States	US	
655665	Slice	Canada	CA	
1225255	Daisuke	United States	US	
1950916	Yunjabes	South Korea	KR	
585962	Shanks	Spain	ES	https://images.start.gg/images/user/409206/image-c9e4401c65ba2718eafa77340fee999b.jpg?ehk=asIJXGSruhDMl2E7iPtDmhvoe2e8sMhVVD3XQhw2%2Fi0%3D&ehkOptimized=0HSC0JTOp1ycnBD9x6joAOo%2Bw6eoFWz%2BE30VaxpVXIw%3D
3505109	Ricki Ortiz	United States	US	
3433085	Kusanagi	France	FR	
529187	Raoh	Japan	JP	
66298	Flaquito	United States	US	https://images.start.gg/images/user/48952/image-601eb03f1fccc68deb25468bab7b4126.jpg?ehk=xRgbLdP3G7gFE8siVdxJTK0%2BFciKtVEVQx51%2FljkA80%3D&ehkOptimized=L615UYhLLmHPZp6pqOY0O3C%2FDSJFgXKKKiKpmK5G%2FE4%3D
148458	JOE UMEROGAN	Canada	CA	https://images.start.gg/images/user/87312/image-507be009396395a8db0772360d75ea6b.jpg?ehk=MsmJwA2qkibGseoDFMHtH7TuqglWf0cKOdTNqy9zwTU%3D&ehkOptimized=QWzR4KouVGPkC%2Fa985MIljtjy2%2BlYKWh6d6pKQqvJj4%3D
273117	Shogun	United States	US	
2013731	hamasika	Japan	JP	
3492191	Master	Mexico	MX	
1154814	Kawano	Japan	JP	
139993	Xiaohai	China	CN	https://images.start.gg/images/user/79667/image-4d4173ddca29a3dcef83330e2baac397.jpg?ehk=m3%2BHplcE6Bd5nxvyN8qsGHD4y1zEhDlLhWBZ%2Bj3j4SQ%3D&ehkOptimized=EULj1Vo%2F0SXh1XnxrLou54PrmT8IC6VZmi4oo%2BARze4%3D
527580	Jiro	Japan	JP	
60825	SD Pnoy	United States	US	https://images.start.gg/images/user/44394/image-a1cf6159fdf0dd46d3f8933e5459677c.jpg?ehk=3sECrp6w%2BBkWZJGmdjktdCMKHtsUWqT0rpsFNZ7ufQM%3D&ehkOptimized=Bi%2FuTS70wpP1f9tUNyPaRxn5%2Bsz2JZJELwbC%2BWqDfEU%3D
679474	Veggey	Norway	NO	
529496	Uriel Velorio	Mexico	MX	https://images.start.gg/images/user/374450/image-752a1a619528e1e3d0c071f8d9fbbf19.jpeg?ehk=ZNCMWQ7g0rucGUacC0hUAeBgrX1jajuP9Zz3%2BC5qQug%3D&ehkOptimized=k0yZmbym8IjlLzLcQqcouVcRQD1hmjndkwxFXUKtm1k%3D
61001	Squall	United States	US	
71325	Burnoutfighter	Australia	AU	https://images.start.gg/images/user/52964/image-8e4f385d875527b952877a7c4fb4da15.png?ehk=ZLtii4Smo2S3bZ9f%2BRGR69Mer4wv0vfVEEfwo8BNxyM%3D&ehkOptimized=CGqhtrBT4KFAfbBXIjTNxrw0b2j4MEeLtrreM%2BldBbc%3D
752723	DeathN0te	United States	US	
261213	JB	United States	US	https://images.start.gg/images/user/167493/image-4c4016ffe8fb688eb5abbf5189bf5537.jpg?ehk=lLLMHN58mUd1ARtCe3c3Pe2l1RY1HPX%2FhZEA4j1%2FPco%3D&ehkOptimized=RyGAkt0O6aM8c1w97F2Ae2AhIiOAsaPThg0HhXLRWq4%3D
66912	FindMyFarms			
500751	Xombat	United States	US	https://images.start.gg/images/user/331354/image-062c66f832de7bbe982801ec673bb5d6.jpg?ehk=tagB%2BIHqItww2xzV%2Fx%2B9FCylGbUtna55PLooBd%2FmMIY%3D&ehkOptimized=tBw71hwr6%2Bk94sazSAdhTH5hSwV01cTit8SCJSx1aDU%3D
2098545	H-DOPE	Greece	GR	
265177	Rico Suave	United States	US	
796341	mhike2stronk	United States	US	
1987015	COUrbanFlow	United States	US	
139852	Coach Steve	United States	US	https://images.start.gg/images/user/79534/image-4521157bfbcfcc3db0c313812903e2b1.png?ehk=XXhx4XO9NqKyEEK3Z54QL9sgRLuFc3VYsIV010pKrqM%3D&ehkOptimized=Ika0tEpMFn93bCDpWkI4lvVily2vcMAW1RuDn%2Fan010%3D
1490395	tedthevillain	United States	US	
946548	Jahzz0	United States	US	https://images.start.gg/images/user/602598/image-a0f78900c0082b328f46f7e0361eec5f.jpg?ehk=xdviCojSxmvKjudbC0gtYcUNeWrOxZPCyMXc1I44hjc%3D&ehkOptimized=RASHsBpKrY4c2Pa%2BK6tDltvtih4sqBLW8DX7tb5J74o%3D
326628	SCORPYN702	United States	US	
557282	Seo	Japan	JP	https://images.start.gg/images/user/390719/image-562284962c527ddca73341910855dc3f.jpg?ehk=dIRaAdlHHFNLM6BKioNTjPHZIWAP2ciyxuIjI1ZDf9I%3D&ehkOptimized=P3fFi%2FgNssU55E9LxBLQLQXbwDQeGSAPNa6dJUGitdQ%3D
2899160	CeroBlast			https://images.start.gg/images/user/1895028/image-f2b3171d43d6f9fefab56f3eb80b5da6.jpg?ehk=pnN9JpfrQwBvReafbwEjzTvy5B9siI5t9ox3jzA4ca0%3D&ehkOptimized=SQYZL3RWdv1S%2BR2O%2FCao69%2FzGh3I0oZuSYkSc15%2B0uY%3D
852350	Legund			
156993	Andy	United States	US	
34456	Dapvip	United States	US	https://images.start.gg/images/user/25904/image-92c8142b9998b9ce1a5788ea37dc084d.jpg?ehk=QClQlvFf0TWM07VRy7GOXSZFb6WhO7LQv0xd3WmcDEE%3D&ehkOptimized=kisrSdMWG2MD%2FKXSWVuckX6xB4hGmEad0Lv8CTv%2Fp4s%3D
184815	Kyoku236HS	United States	US	
1258761	BBZ	United States	US	https://images.start.gg/images/user/793859/image-3fff100eb5f480686a7c63ae46a168d1.jpg?ehk=cxGC3oNfMZ%2FiFeVAnMvDuFxitJb8F3lWJOx%2BhAR1nns%3D&ehkOptimized=9Op5bdsB9KszFW83IT6akSXERAcL3HFP9iGQZAW0zgI%3D
348614	Punisher	United States	US	https://images.start.gg/images/user/237720/image-863511aab2887a0b3c5dd52341248970.jpg?ehk=o7ME1E67e0BgVMZ9TfjDvEscEBsQfmqDfIiffso%2FI9Q%3D&ehkOptimized=MLbEFAo1vrnpazJXQfZFahaW8jip7ytXqfsVYhZGZv0%3D
285391	Chachi	United States	US	
863661	Kayne	France	FR	
2001756	Atma_	Chile	CL	https://images.start.gg/images/user/1274635/image-8a99f91c2c0f915e7ea767aeb4168c52.jpg?ehk=2Y8K37A5PscAKBSLMSUZR7MbNQrDU%2FS2ssNQ%2Frzk54U%3D&ehkOptimized=8dWh0eFgptofsXRlfYb7gVj2Lmv6tym6plUZzRL4qyw%3D
146579	Marvisto	United States	US	
135071	Terrence	United States	US	
415385	iDom	United States	US	
176843	Dougie	United States	US	
556339	ONIONBUBS	United States	US	https://images.start.gg/images/user/239340/image-16ee5592bf1bb4b8e8d41232974fb606.png?ehk=QZ8D8Lca6R5QDa9WOQgYBRpWqfAAgFYIvVppvS9Ps%2F4%3D&ehkOptimized=D6EZundejIXZ%2FosD1rUBsHunXKKIFwhfxlggiZTNmxI%3D
