date	tournament	playerId	playerTag	rating	diff_from_last
2023-08-06	evo-2023	184121	FlashMetroid	1611	9
2023-08-06	evo-2023	146079	Stealth	1558	-9
2023-08-06	evo-2023	184798	PortaJon	1594	-17
2023-08-06	evo-2023	405023	Machabo	1587	17
2023-08-06	evo-2023	404377	John Takeuchi	1591	10
2023-08-06	evo-2023	174929	Zaferino	1565	-10
2023-08-06	evo-2023	237340	Phenom	1586	15
2023-08-06	evo-2023	66297	Filipinoman	1556	-15
2023-08-06	evo-2023	135344	Semiij	1584	10
2023-08-06	evo-2023	404179	Tachikawa	1570	-10
2023-08-06	evo-2023	894065	Noble	1566	-11
2023-08-06	evo-2023	3505115	jaccy	1561	11
2023-08-06	evo-2023	565962	Fenritti	1587	10
2023-08-06	evo-2023	314715	Itabashi Zangief	1559	-10
2023-08-06	evo-2023	184121	FlashMetroid	1602	9
2023-08-06	evo-2023	366077	Joey	1546	-9
2023-08-06	evo-2023	139339	Speedkicks	1587	-17
2023-08-06	evo-2023	146079	Stealth	1567	17
2023-08-06	evo-2023	240230	Punk	1623	15
2023-08-06	evo-2023	214100	Oil King	1590	-15
2023-08-06	evo-2023	385095	Nemo	1620	15
2023-08-06	evo-2023	266549	GO1	1590	-15
2023-08-06	evo-2023	240230	Punk	1608	14
2023-08-06	evo-2023	359546	UMA327	1562	-14
2023-08-06	evo-2023	214100	Oil King	1605	15
2023-08-06	evo-2023	172302	DRDANNYPHAM	1570	-15
2023-08-06	evo-2023	266549	GO1	1605	15
2023-08-06	evo-2023	224697	Caba	1579	-15
2023-08-06	evo-2023	385095	Nemo	1605	14
2023-08-06	evo-2023	70855	KUSANAGI	1561	-14
2023-08-06	evo-2023	565873	Fuudo	1616	15
2023-08-06	evo-2023	859219	Masoma	1590	-15
2023-08-06	evo-2023	327935	TODAKAI	1632	13
2023-08-06	evo-2023	1228620	Yanai	1569	-13
2023-08-06	evo-2023	565873	Fuudo	1601	16
2023-08-06	evo-2023	379268	Big Bird	1601	-16
2023-08-06	evo-2023	859219	Masoma	1605	9
2023-08-06	evo-2023	861163	Naji	1556	-9
2023-08-06	evo-2023	401790	Ryusei	1583	-16
2023-08-06	evo-2023	1228620	Yanai	1582	16
2023-08-06	evo-2023	327935	TODAKAI	1619	14
2023-08-06	evo-2023	699782	Kilzyou	1561	-14
2023-08-06	evo-2023	379268	Big Bird	1617	15
2023-08-06	evo-2023	1345485	Adrian Riven	1576	-15
2023-08-06	evo-2023	859219	Masoma	1596	15
2023-08-06	evo-2023	581205	Duston	1572	-15
2023-08-06	evo-2023	401790	Ryusei	1599	16
2023-08-06	evo-2023	131184	hsien	1589	-16
2023-08-06	evo-2023	327935	TODAKAI	1605	10
2023-08-06	evo-2023	623395	Valmaster	1582	-10
2023-08-06	evo-2023	1345485	Adrian Riven	1591	15
2023-08-06	evo-2023	616069	Johnny	1557	-15
2023-08-06	evo-2023	379268	Big Bird	1602	14
2023-08-06	evo-2023	683508	Tony_Shuai	1556	-14
2023-08-06	evo-2023	581205	Duston	1587	10
2023-08-06	evo-2023	356363	gachikun	1550	-10
2023-08-06	evo-2023	859219	Masoma	1581	15
2023-08-06	evo-2023	393894	og_killakam	1561	-15
2023-08-06	evo-2023	138015	Mago	1588	-17
2023-08-06	evo-2023	401790	Ryusei	1583	17
2023-08-06	evo-2023	131184	hsien	1605	14
2023-08-06	evo-2023	213705	FluxWaveZ	1546	-14
2023-08-06	evo-2023	623395	Valmaster	1592	9
2023-08-06	evo-2023	184440	MJ_Gama	1552	-9
2023-08-06	evo-2023	327935	TODAKAI	1595	14
2023-08-06	evo-2023	338795	HotDog29	1555	-14
2023-08-06	evo-2023	138008	HAITANI	1616	15
2023-08-06	evo-2023	140787	Samurai	1585	-15
2023-08-06	evo-2023	148527	Tokido	1600	10
2023-08-06	evo-2023	486860	Shuto	1585	-10
2023-08-06	evo-2023	140787	Samurai	1600	15
2023-08-06	evo-2023	861163	Naji	1565	-15
2023-08-06	evo-2023	138008	HAITANI	1601	10
2023-08-06	evo-2023	565873	Fuudo	1585	-10
2023-08-06	evo-2023	486860	Shuto	1595	10
2023-08-06	evo-2023	699782	Kilzyou	1575	-10
2023-08-06	evo-2023	148527	Tokido	1590	15
2023-08-06	evo-2023	1228620	Yanai	1566	-15
2023-08-06	evo-2023	2360463	Yamaguchi	1624	16
2023-08-06	evo-2023	405400	ZJZ	1622	-16
2023-08-06	evo-2023	266493	Dogura	1622	16
2023-08-06	evo-2023	132321	Julio	1604	-16
2023-08-06	evo-2023	2360463	Yamaguchi	1608	14
2023-08-06	evo-2023	135910	Daigo	1566	-14
2023-08-06	evo-2023	405400	ZJZ	1638	9
2023-08-06	evo-2023	149240	Babushas	1576	-9
2023-08-06	evo-2023	132321	Julio	1620	9
2023-08-06	evo-2023	1791717	Hikaru	1577	-9
2023-08-06	evo-2023	266493	Dogura	1606	14
2023-08-06	evo-2023	338696	ACQUA	1561	-14
2023-08-06	evo-2023	2360463	Yamaguchi	1594	15
2023-08-06	evo-2023	141329	Dual Kevin	1558	-15
2023-08-06	evo-2023	405400	ZJZ	1629	13
2023-08-06	evo-2023	339687	Chris Wong	1554	-13
2023-08-06	evo-2023	132321	Julio	1611	15
2023-08-06	evo-2023	979448	Dyloch	1571	-15
2023-08-06	evo-2023	266493	Dogura	1592	16
2023-08-06	evo-2023	3285802	小路KOG	1573	-16
2023-08-06	evo-2023	1988145	Zykles	1607	-11
2023-08-06	evo-2023	2360463	Yamaguchi	1579	11
2023-08-06	evo-2023	561804	KR_Wrestlingman	1603	-12
2023-08-06	evo-2023	141329	Dual Kevin	1573	12
2023-08-06	evo-2023	405400	ZJZ	1616	8
2023-08-06	evo-2023	395875	MOV	1547	-8
2023-08-06	evo-2023	339687	Chris Wong	1567	16
2023-08-06	evo-2023	796357	Skyll	1556	-16
2023-08-06	evo-2023	132321	Julio	1596	14
2023-08-06	evo-2023	540590	Zach	1542	-14
2023-08-06	evo-2023	979448	Dyloch	1586	10
2023-08-06	evo-2023	157225	Nephew	1556	-10
2023-08-06	evo-2023	3285802	小路KOG	1589	14
2023-08-06	evo-2023	138923	Crucial	1537	-14
2023-08-06	evo-2023	266493	Dogura	1576	10
2023-08-06	evo-2023	1574500	CAG/eita	1561	-10
2023-08-06	evo-2023	224650	MenaRD	1628	14
2023-08-06	evo-2023	1257257	Torimeshi	1586	-14
2023-08-06	evo-2023	1366617	Kakeru	1623	15
2023-08-06	evo-2023	131806	SR NuckleDu	1590	-15
2023-08-06	evo-2023	1257257	Torimeshi	1600	10
2023-08-06	evo-2023	149240	Babushas	1585	-10
2023-08-06	evo-2023	224650	MenaRD	1614	10
2023-08-06	evo-2023	135910	Daigo	1580	-10
2023-08-06	evo-2023	1366617	Kakeru	1608	10
2023-08-06	evo-2023	338696	ACQUA	1575	-10
2023-08-06	evo-2023	131806	SR NuckleDu	1605	10
2023-08-06	evo-2023	1791717	Hikaru	1586	-10
2023-08-06	evo-2023	138015	Mago	1605	15
2023-08-06	evo-2023	527580	Jiro	1571	-15
2023-08-06	evo-2023	842619	Blaizzy	1595	-11
2023-08-06	evo-2023	131184	hsien	1591	11
2023-08-06	evo-2023	527580	Jiro	1586	14
2023-08-06	evo-2023	649501	Heefnoff	1531	-14
2023-08-06	evo-2023	138015	Mago	1590	9
2023-08-06	evo-2023	146579	Marvisto	1532	-9
2023-08-06	evo-2023	842619	Blaizzy	1606	13
2023-08-06	evo-2023	261249	SMUG	1522	-13
2023-08-06	evo-2023	131184	hsien	1580	10
2023-08-06	evo-2023	415385	iDom	1545	-10
2023-08-06	evo-2023	527580	Jiro	1572	15
2023-08-06	evo-2023	158522	JameS	1547	-15
2023-08-06	evo-2023	138015	Mago	1581	14
2023-08-06	evo-2023	147753	Coosco	1527	-14
2023-08-06	evo-2023	842619	Blaizzy	1593	14
2023-08-06	evo-2023	374825	White-AshX	1541	-14
2023-08-06	evo-2023	131184	hsien	1570	15
2023-08-06	evo-2023	3453046	iOvrthk	1550	-15
2023-08-06	evo-2023	3448601	mauibrad	1558	-17
2023-08-06	evo-2023	527580	Jiro	1557	17
2023-08-06	evo-2023	158522	JameS	1562	10
2023-08-06	evo-2023	1168180	kubo	1542	-10
2023-08-06	evo-2023	415068	Mizuha	1556	-11
2023-08-06	evo-2023	147753	Coosco	1541	11
2023-08-06	evo-2023	138015	Mago	1567	16
2023-08-06	evo-2023	158492	Kira	1558	-16
2023-08-06	evo-2023	842619	Blaizzy	1579	14
2023-08-06	evo-2023	1100726	sndbomb	1531	-14
2023-08-06	evo-2023	374825	White-AshX	1555	15
2023-08-06	evo-2023	395931	Lord_float	1522	-15
2023-08-06	evo-2023	3453046	iOvrthk	1565	10
2023-08-06	evo-2023	626989	B	1530	-10
2023-08-06	evo-2023	131184	hsien	1555	15
2023-08-06	evo-2023	3477931	Airbirdieman187	1532	-15
2023-08-06	evo-2023	1366617	Kakeru	1598	15
2023-08-06	evo-2023	859219	Masoma	1566	-15
2023-08-06	evo-2023	338696	ACQUA	1585	10
2023-08-06	evo-2023	356363	gachikun	1560	-10
2023-08-06	evo-2023	1366617	Kakeru	1583	14
2023-08-06	evo-2023	146579	Marvisto	1541	-14
2023-08-06	evo-2023	859219	Masoma	1581	15
2023-08-06	evo-2023	649501	Heefnoff	1545	-15
2023-08-06	evo-2023	338696	ACQUA	1575	15
2023-08-06	evo-2023	415385	iDom	1555	-15
2023-08-06	evo-2023	356363	gachikun	1570	15
2023-08-06	evo-2023	261249	SMUG	1535	-15
2023-08-06	evo-2023	132321	Julio	1582	14
2023-08-06	evo-2023	71325	Burnoutfighter	1537	-14
2023-08-06	evo-2023	979448	Dyloch	1576	10
2023-08-06	evo-2023	3433085	Kusanagi	1566	-10
2023-08-06	evo-2023	71325	Burnoutfighter	1551	11
2023-08-06	evo-2023	1264656	K7 Showoff	1551	-11
2023-08-06	evo-2023	132321	Julio	1568	10
2023-08-06	evo-2023	140014	Shine	1539	-10
2023-08-06	evo-2023	979448	Dyloch	1566	10
2023-08-06	evo-2023	295103	Xian	1551	-10
2023-08-06	evo-2023	3433085	Kusanagi	1576	16
2023-08-06	evo-2023	265177	Rico Suave	1559	-16
2023-08-06	evo-2023	1264656	K7 Showoff	1562	15
2023-08-06	evo-2023	3358008	Solidjin	1532	-15
2023-08-06	evo-2023	1578352	walnutcon	1562	-17
2023-08-06	evo-2023	132321	Julio	1558	17
2023-08-06	evo-2023	979448	Dyloch	1556	16
2023-08-06	evo-2023	547837	Lexx	1540	-16
2023-08-06	evo-2023	265177	Rico Suave	1575	9
2023-08-06	evo-2023	536470	Nanai	1533	-9
2023-08-06	evo-2023	1020102	Hakuna Merkava	1561	-17
2023-08-06	evo-2023	1264656	K7 Showoff	1547	17
2023-08-06	evo-2023	281274	Rewind	1548	-17
2023-08-06	evo-2023	3358008	Solidjin	1547	17
2023-08-06	evo-2023	1578352	walnutcon	1579	14
2023-08-06	evo-2023	36729	Real Ice	1523	-14
2023-08-06	evo-2023	132321	Julio	1541	16
2023-08-06	evo-2023	64470	Clim	1536	-16
2023-08-06	evo-2023	979448	Dyloch	1540	10
2023-08-06	evo-2023	56904	CaliPower	1536	-10
2023-08-06	evo-2023	547837	Lexx	1556	10
2023-08-06	evo-2023	2670154	NBNHMR	1546	-10
2023-08-06	evo-2023	265177	Rico Suave	1566	14
2023-08-06	evo-2023	3421050	FGMarathon	1521	-14
2023-08-06	evo-2023	596463	Young_Gouki	1554	-11
2023-08-06	evo-2023	536470	Nanai	1542	11
2023-08-06	evo-2023	486860	Shuto	1585	15
2023-08-06	evo-2023	339687	Chris Wong	1551	-15
2023-08-06	evo-2023	699782	Kilzyou	1585	15
2023-08-06	evo-2023	395875	MOV	1555	-15
2023-08-06	evo-2023	339687	Chris Wong	1566	16
2023-08-06	evo-2023	140014	Shine	1549	-16
2023-08-06	evo-2023	486860	Shuto	1570	10
2023-08-06	evo-2023	71325	Burnoutfighter	1540	-10
2023-08-06	evo-2023	395875	MOV	1570	10
2023-08-06	evo-2023	3433085	Kusanagi	1560	-10
2023-08-06	evo-2023	699782	Kilzyou	1570	10
2023-08-06	evo-2023	295103	Xian	1561	-10
2023-08-06	evo-2023	755025	GentlemanThief	1603	13
2023-08-06	evo-2023	66298	Flaquito	1535	-13
2023-08-06	evo-2023	173349	Diaphone	1562	15
2023-08-06	evo-2023	60825	SD Pnoy	1532	-15
2023-08-06	evo-2023	755025	GentlemanThief	1590	14
2023-08-06	evo-2023	137397	Ludovic	1536	-14
2023-08-06	evo-2023	557282	Seo	1583	-12
2023-08-06	evo-2023	66298	Flaquito	1548	12
2023-08-06	evo-2023	324161	OsakaBird	1560	-11
2023-08-06	evo-2023	60825	SD Pnoy	1547	11
2023-08-06	evo-2023	2899160	CeroBlast	1560	-11
2023-08-06	evo-2023	173349	Diaphone	1547	11
2023-08-06	evo-2023	755025	GentlemanThief	1576	15
2023-08-06	evo-2023	154091	Ramsey	1548	-15
2023-08-06	evo-2023	557282	Seo	1595	14
2023-08-06	evo-2023	149529	Qeuw	1553	-14
2023-08-06	evo-2023	324161	OsakaBird	1571	14
2023-08-06	evo-2023	70213	ogyawn	1523	-14
2023-08-06	evo-2023	2899160	CeroBlast	1571	16
2023-08-06	evo-2023	3030176	Sneiru	1563	-16
2023-08-06	evo-2023	755025	GentlemanThief	1561	15
2023-08-06	evo-2023	310301	CuhzLightYear	1532	-15
2023-08-06	evo-2023	276621	Skillzilla	1565	-17
2023-08-06	evo-2023	154091	Ramsey	1563	17
2023-08-06	evo-2023	557282	Seo	1581	14
2023-08-06	evo-2023	394530	Nelly	1535	-14
2023-08-06	evo-2023	149529	Qeuw	1567	10
2023-08-06	evo-2023	147900	ElChakotay	1542	-10
2023-08-06	evo-2023	153788	Cousinmike	1558	-11
2023-08-06	evo-2023	70213	ogyawn	1537	11
2023-08-06	evo-2023	417956	UNION YOGA	1560	-17
2023-08-06	evo-2023	324161	OsakaBird	1557	17
2023-08-06	evo-2023	3030176	Sneiru	1579	9
2023-08-06	evo-2023	732732	Frza_GG	1531	-9
2023-08-06	evo-2023	2899160	CeroBlast	1555	14
2023-08-06	evo-2023	65616	Genghis	1512	-14
2023-08-06	evo-2023	266549	GO1	1590	10
2023-08-06	evo-2023	1853361	daikoku	1571	-10
2023-08-06	evo-2023	224697	Caba	1594	15
2023-08-06	evo-2023	395486	moke	1564	-15
2023-08-06	evo-2023	266549	GO1	1580	14
2023-08-06	evo-2023	66298	Flaquito	1536	-14
2023-08-06	evo-2023	1853361	daikoku	1581	15
2023-08-06	evo-2023	137397	Ludovic	1550	-15
2023-08-06	evo-2023	224697	Caba	1579	14
2023-08-06	evo-2023	173349	Diaphone	1536	-14
2023-08-06	evo-2023	395486	moke	1579	14
2023-08-06	evo-2023	60825	SD Pnoy	1536	-14
2023-08-06	evo-2023	894065	Noble	1577	16
2023-08-06	evo-2023	679474	Veggey	1561	-16
2023-08-06	evo-2023	314715	Itabashi Zangief	1569	16
2023-08-06	evo-2023	378803	Kichipa	1560	-16
2023-08-06	evo-2023	679474	Veggey	1577	15
2023-08-06	evo-2023	272117	Li	1551	-15
2023-08-06	evo-2023	894065	Noble	1561	15
2023-08-06	evo-2023	796341	mhike2stronk	1536	-15
2023-08-06	evo-2023	378803	Kichipa	1576	14
2023-08-06	evo-2023	852350	Legund	1526	-14
2023-08-06	evo-2023	314715	Itabashi Zangief	1553	16
2023-08-06	evo-2023	661056	Wawa	1545	-16
2023-08-06	evo-2023	679474	Veggey	1562	16
2023-08-06	evo-2023	2158364	casperalex	1550	-16
2023-08-06	evo-2023	796341	mhike2stronk	1551	10
2023-08-06	evo-2023	71276	Alpho King	1547	-10
2023-08-06	evo-2023	378803	Kichipa	1562	16
2023-08-06	evo-2023	746075	Ibex	1544	-16
2023-08-06	evo-2023	661056	Wawa	1561	10
2023-08-06	evo-2023	147534	Just Joe	1536	-10
2023-08-06	evo-2023	2158364	casperalex	1566	15
2023-08-06	evo-2023	2854757	Dr. Rybotnik	1525	-15
2023-08-06	evo-2023	679474	Veggey	1546	16
2023-08-06	evo-2023	65929	Veech	1541	-16
2023-08-06	evo-2023	71276	Alpho King	1557	10
2023-08-06	evo-2023	338799	abao	1537	-10
2023-08-06	evo-2023	338811	Humanbomb	1544	-11
2023-08-06	evo-2023	796341	mhike2stronk	1541	11
2023-08-06	evo-2023	746075	Ibex	1560	15
2023-08-06	evo-2023	474049	enigmatt	1536	-15
2023-08-06	evo-2023	378803	Kichipa	1546	16
2023-08-06	evo-2023	569564	Johny	1540	-16
2023-08-06	evo-2023	661056	Wawa	1551	11
2023-08-06	evo-2023	341001	WhiteBl4ck	1549	-11
2023-08-06	evo-2023	147534	Just Joe	1546	16
2023-08-06	evo-2023	903655	Sh4rin	1540	-16
2023-08-06	evo-2023	228743	NL	1600	15
2023-08-06	evo-2023	135344	Semiij	1574	-15
2023-08-06	evo-2023	632437	Higuchi	1591	15
2023-08-06	evo-2023	66297	Filipinoman	1571	-15
2023-08-06	evo-2023	135344	Semiij	1589	14
2023-08-06	evo-2023	894065	Noble	1546	-14
2023-08-06	evo-2023	228743	NL	1585	15
2023-08-06	evo-2023	272117	Li	1566	-15
2023-08-06	evo-2023	66297	Filipinoman	1586	14
2023-08-06	evo-2023	314715	Itabashi Zangief	1537	-14
2023-08-06	evo-2023	632437	Higuchi	1576	10
2023-08-06	evo-2023	852350	Legund	1540	-10
2023-08-06	evo-2023	184798	PortaJon	1611	14
2023-08-06	evo-2023	529496	Uriel Velorio	1558	-14
2023-08-06	evo-2023	404377	John Takeuchi	1581	10
2023-08-06	evo-2023	655665	Slice	1566	-10
2023-08-06	evo-2023	529496	Uriel Velorio	1572	16
2023-08-06	evo-2023	521736	Mortsy	1555	-16
2023-08-06	evo-2023	184798	PortaJon	1597	13
2023-08-06	evo-2023	631746	Vermi_CL	1532	-13
2023-08-06	evo-2023	655665	Slice	1576	15
2023-08-06	evo-2023	340006	Viscant	1556	-15
2023-08-06	evo-2023	404377	John Takeuchi	1571	15
2023-08-06	evo-2023	183027	Psycho	1530	-15
2023-08-06	evo-2023	521736	Mortsy	1571	15
2023-08-06	evo-2023	1907862	Goukyo	1540	-15
2023-08-06	evo-2023	184798	PortaJon	1584	10
2023-08-06	evo-2023	3295257	algozaru	1551	-10
2023-08-06	evo-2023	340006	Viscant	1571	10
2023-08-06	evo-2023	1162969	Moe	1546	-10
2023-08-06	evo-2023	404377	John Takeuchi	1556	10
2023-08-06	evo-2023	63410	Brian_F	1536	-10
2023-08-06	evo-2023	1907862	Goukyo	1555	10
2023-08-06	evo-2023	325575	AJuiceman	1531	-10
2023-08-06	evo-2023	521736	Mortsy	1556	15
2023-08-06	evo-2023	129804	Blue	1537	-15
2023-08-06	evo-2023	184798	PortaJon	1574	14
2023-08-06	evo-2023	3291299	TakuanSoho	1521	-14
2023-08-06	evo-2023	3295257	algozaru	1561	9
2023-08-06	evo-2023	878462	ChrisViperZ	1522	-9
2023-08-06	evo-2023	340006	Viscant	1561	16
2023-08-06	evo-2023	156057	SonicSol	1544	-16
2023-08-06	evo-2023	1162969	Moe	1556	16
2023-08-06	evo-2023	155777	ggpeteq	1537	-16
2023-08-06	evo-2023	404377	John Takeuchi	1546	16
2023-08-06	evo-2023	964488	Girdot	1534	-16
2023-08-06	evo-2023	63410	Brian_F	1546	16
2023-08-06	evo-2023	327438	tatsunical	1543	-16
2023-08-06	evo-2023	277358	Momochi	1586	15
2023-08-06	evo-2023	146079	Stealth	1550	-15
2023-08-06	evo-2023	487424	pugera	1585	15
2023-08-06	evo-2023	366077	Joey	1555	-15
2023-08-06	evo-2023	146079	Stealth	1565	10
2023-08-06	evo-2023	631746	Vermi_CL	1545	-10
2023-08-06	evo-2023	277358	Momochi	1571	16
2023-08-06	evo-2023	529496	Uriel Velorio	1556	-16
2023-08-06	evo-2023	487424	pugera	1570	10
2023-08-06	evo-2023	183027	Psycho	1545	-10
2023-08-06	evo-2023	366077	Joey	1570	10
2023-08-06	evo-2023	655665	Slice	1561	-10
2023-08-06	evo-2023	67022	Bass	1596	-12
2023-08-06	evo-2023	376274	Reynald	1565	12
2023-08-06	evo-2023	155429	ChrisCCH	1590	14
2023-08-06	evo-2023	148458	JOE UMEROGAN	1537	-14
2023-08-06	evo-2023	67022	Bass	1608	12
2023-08-06	evo-2023	138926	Onuki	1524	-12
2023-08-06	evo-2023	2001756	Atma_	1578	-18
2023-08-06	evo-2023	376274	Reynald	1553	18
2023-08-06	evo-2023	354184	ELECTRIBE	1552	-11
2023-08-06	evo-2023	148458	JOE UMEROGAN	1551	11
2023-08-06	evo-2023	155429	ChrisCCH	1576	15
