id	entrant1Id	entrant2Id	entrant1Name	entrant2Name	entrant1Score	entrant2Score	completed	winnerId	loserId	winnerName	loserName	fullRoundText	bracketName	bracketId	entrant1playerId	entrant1playerTag	entrant1entrantId	entrant2playerId	entrant2playerTag	entrant2entrantId	bracketOrder	roundOrder
63471418	13322048	13021047	PlayUNICLR | Alexander	OGMIKE407	-1	0	True	13021047	13322048	OGMIKE407	PlayUNICLR | Alexander	Winners Round 1	Round 1 Pools	2001276	1318252	Alexander	13322048	2690313	OGMIKE407	13021047	1	1
63471433	12809236	13021047	Bandits | MenaRD	OGMIKE407	2	0	True	12809236	13021047	Bandits | MenaRD	OGMIKE407	Winners Round 2	Round 1 Pools	2001276	224650	MenaRD	12809236	2690313	OGMIKE407	13021047	1	2
63471434	12840100	13514566	Digi	Richard Trudy	0	2	True	13514566	12840100	Richard Trudy	Digi	Winners Round 2	Round 1 Pools	2001276	3365855	Digi	12840100	413475	Richard Trudy	13514566	1	2
63471435	13586614	13222066	shade	Chyi Tia	2	0	True	13586614	13222066	shade	Chyi Tia	Winners Round 2	Round 1 Pools	2001276	1454394	shade	13586614	900492	Chyi Tia	13222066	1	2
63471436	13441810	13645848	The Jokernaut	Basically Dan	2	0	True	13441810	13645848	The Jokernaut	Basically Dan	Winners Round 2	Round 1 Pools	2001276	149962	The Jokernaut	13441810	3252879	Basically Dan	13645848	1	2
63471437	12581603	12837353	Ajtucker	SQX | CJofCourse	2	0	True	12581603	12837353	Ajtucker	SQX | CJofCourse	Winners Round 2	Round 1 Pools	2001276	353576	Ajtucker	12581603	967783	CJofCourse	12837353	1	2
63471438	13507921	12588421	MOTH | SCRUNGO_	sr_papa	0	2	True	12588421	13507921	sr_papa	MOTH | SCRUNGO_	Winners Round 2	Round 1 Pools	2001276	1286568	SCRUNGO_	13507921	3315219	sr_papa	12588421	1	2
63471439	13622176	12849562	GcYoshi13	NMISM | Ver314	2	1	True	13622176	12849562	GcYoshi13	NMISM | Ver314	Winners Round 2	Round 1 Pools	2001276	221475	GcYoshi13	13622176	367980	Ver314	12849562	1	2
63471440	13642883	12435892	T-WOOD	CBT | Bandit Keith	2	0	True	13642883	12435892	T-WOOD	CBT | Bandit Keith	Winners Round 2	Round 1 Pools	2001276	2299708	T-WOOD	13642883	2712651	Bandit Keith	12435892	1	2
63471441	12809236	13514566	Bandits | MenaRD	Richard Trudy	2	0	True	12809236	13514566	Bandits | MenaRD	Richard Trudy	Winners Quarter-Final	Round 1 Pools	2001276	224650	MenaRD	12809236	413475	Richard Trudy	13514566	1	3
63471442	13586614	13441810	shade	The Jokernaut	2	0	True	13586614	13441810	shade	The Jokernaut	Winners Quarter-Final	Round 1 Pools	2001276	1454394	shade	13586614	149962	The Jokernaut	13441810	1	3
63471443	12581603	12588421	Ajtucker	sr_papa	0	2	True	12588421	12581603	sr_papa	Ajtucker	Winners Quarter-Final	Round 1 Pools	2001276	353576	Ajtucker	12581603	3315219	sr_papa	12588421	1	3
63471444	13622176	13642883	GcYoshi13	T-WOOD	0	2	True	13642883	13622176	T-WOOD	GcYoshi13	Winners Quarter-Final	Round 1 Pools	2001276	221475	GcYoshi13	13622176	2299708	T-WOOD	13642883	1	3
63471445	12809236	13586614	Bandits | MenaRD	shade	2	0	True	12809236	13586614	Bandits | MenaRD	shade	Winners Semi-Final	Round 1 Pools	2001276	224650	MenaRD	12809236	1454394	shade	13586614	1	4
63471446	12588421	13642883	sr_papa	T-WOOD	2	0	True	12588421	13642883	sr_papa	T-WOOD	Winners Semi-Final	Round 1 Pools	2001276	3315219	sr_papa	12588421	2299708	T-WOOD	13642883	1	4
63471483	12784458	13132379	Wazaleey	Kerrzhe	2	1	True	12784458	13132379	Wazaleey	Kerrzhe	Losers Round 1	Round 1 Pools	2001276	466149	Wazaleey	12784458	3281406	Kerrzhe	13132379	1	6
63471487	12757552	13283160	tHB | Keplar	Eph 6:10 | RevantTillywink	0	2	True	13283160	12757552	Eph 6:10 | RevantTillywink	tHB | Keplar	Losers Round 1	Round 1 Pools	2001276	30845	Keplar	12757552	559827	RevantTillywink	13283160	1	6
63471489	12563364	12425468	McLeod	Terra	0	-1	True	12563364	12425468	McLeod	Terra	Losers Round 1	Round 1 Pools	2001276	3311253	McLeod	12563364	919731	Terra	12425468	1	6
63471490	12435892	13322048	CBT | Bandit Keith	PlayUNICLR | Alexander	0	-1	True	12435892	13322048	CBT | Bandit Keith	PlayUNICLR | Alexander	Losers Round 2	Round 1 Pools	2001276	2712651	Bandit Keith	12435892	1318252	Alexander	13322048	1	7
63471491	12849562	12784458	NMISM | Ver314	Wazaleey	2	0	True	12849562	12784458	NMISM | Ver314	Wazaleey	Losers Round 2	Round 1 Pools	2001276	367980	Ver314	12849562	466149	Wazaleey	12784458	1	7
63471492	13507921	13010682	MOTH | SCRUNGO_	FlorkinThall	0	-1	True	13507921	13010682	MOTH | SCRUNGO_	FlorkinThall	Losers Round 2	Round 1 Pools	2001276	1286568	SCRUNGO_	13507921	3400798	FlorkinThall	13010682	1	7
63471493	12837353	12849708	SQX | CJofCourse	Lazy_Jester	2	0	True	12837353	12849708	SQX | CJofCourse	Lazy_Jester	Losers Round 2	Round 1 Pools	2001276	967783	CJofCourse	12837353	3368248	Lazy_Jester	12849708	1	7
63471494	13645848	12427478	Basically Dan	Hitbox | YLT Cole	0	-1	True	13645848	12427478	Basically Dan	Hitbox | YLT Cole	Losers Round 2	Round 1 Pools	2001276	3252879	Basically Dan	13645848	215175	YLT Cole	12427478	1	7
63471495	13222066	13283160	Chyi Tia	Eph 6:10 | RevantTillywink	0	2	True	13283160	13222066	Eph 6:10 | RevantTillywink	Chyi Tia	Losers Round 2	Round 1 Pools	2001276	900492	Chyi Tia	13222066	559827	RevantTillywink	13283160	1	7
63471496	12840100	13520788	Digi	Dakkat	0	2	True	13520788	12840100	Dakkat	Digi	Losers Round 2	Round 1 Pools	2001276	3365855	Digi	12840100	1265300	Dakkat	13520788	1	7
63471497	13021047	12563364	OGMIKE407	McLeod	0	2	True	12563364	13021047	McLeod	OGMIKE407	Losers Round 2	Round 1 Pools	2001276	2690313	OGMIKE407	13021047	3311253	McLeod	12563364	1	7
63471498	12435892	12849562	CBT | Bandit Keith	NMISM | Ver314	0	2	True	12849562	12435892	NMISM | Ver314	CBT | Bandit Keith	Losers Round 3	Round 1 Pools	2001276	2712651	Bandit Keith	12435892	367980	Ver314	12849562	1	8
63471499	13507921	12837353	MOTH | SCRUNGO_	SQX | CJofCourse	0	2	True	12837353	13507921	SQX | CJofCourse	MOTH | SCRUNGO_	Losers Round 3	Round 1 Pools	2001276	1286568	SCRUNGO_	13507921	967783	CJofCourse	12837353	1	8
63471500	13645848	13283160	Basically Dan	Eph 6:10 | RevantTillywink	0	2	True	13283160	13645848	Eph 6:10 | RevantTillywink	Basically Dan	Losers Round 3	Round 1 Pools	2001276	3252879	Basically Dan	13645848	559827	RevantTillywink	13283160	1	8
63471501	13520788	12563364	Dakkat	McLeod	0	2	True	12563364	13520788	McLeod	Dakkat	Losers Round 3	Round 1 Pools	2001276	1265300	Dakkat	13520788	3311253	McLeod	12563364	1	8
63471502	13441810	12849562	The Jokernaut	NMISM | Ver314	1	2	True	12849562	13441810	NMISM | Ver314	The Jokernaut	Losers Round 4	Round 1 Pools	2001276	149962	The Jokernaut	13441810	367980	Ver314	12849562	1	9
63471503	13514566	12837353	Richard Trudy	SQX | CJofCourse	2	1	True	13514566	12837353	Richard Trudy	SQX | CJofCourse	Losers Round 4	Round 1 Pools	2001276	413475	Richard Trudy	13514566	967783	CJofCourse	12837353	1	9
63471504	13622176	13283160	GcYoshi13	Eph 6:10 | RevantTillywink	2	0	True	13622176	13283160	GcYoshi13	Eph 6:10 | RevantTillywink	Losers Round 4	Round 1 Pools	2001276	221475	GcYoshi13	13622176	559827	RevantTillywink	13283160	1	9
63471505	12581603	12563364	Ajtucker	McLeod	2	0	True	12581603	12563364	Ajtucker	McLeod	Losers Round 4	Round 1 Pools	2001276	353576	Ajtucker	12581603	3311253	McLeod	12563364	1	9
63471506	12849562	13514566	NMISM | Ver314	Richard Trudy	2	1	True	12849562	13514566	NMISM | Ver314	Richard Trudy	Losers Round 5	Round 1 Pools	2001276	367980	Ver314	12849562	413475	Richard Trudy	13514566	1	10
63471507	13622176	12581603	GcYoshi13	Ajtucker	2	0	True	13622176	12581603	GcYoshi13	Ajtucker	Losers Round 5	Round 1 Pools	2001276	221475	GcYoshi13	13622176	353576	Ajtucker	12581603	1	10
63524616	13368264	12846536	Sylkai	Feedz	-1	-1	True	13368264	12846536	Sylkai	Feedz	Winners Round 1	Round 1 Pools	2151046	2643561	Sylkai	13368264	2876479	Feedz	12846536	1	1
63524617	13544980	12811970	R.A.W. | serth	WiFinder	-1	-1	True	12811970	13544980	WiFinder	R.A.W. | serth	Winners Round 1	Round 1 Pools	2151046	226567	serth	13544980	1352765	WiFinder	12811970	1	1
63524618	12822215	13613481	Claye	Lord Akuma	-1	-1	True	13613481	12822215	Lord Akuma	Claye	Winners Round 1	Round 1 Pools	2151046	3362298	Claye	12822215	231580	Lord Akuma	13613481	1	1
63524620	13337188	12846104	Boktor	PD | bXs | Sanchez	-1	-1	True	13337188	12846104	Boktor	PD | bXs | Sanchez	Winners Round 1	Round 1 Pools	2151046	3464712	Boktor	13337188	171159	Sanchez	12846104	1	1
63524622	12849179	13638141	BaronMWG	blexipino	-1	-1	True	12849179	13638141	BaronMWG	blexipino	Winners Round 1	Round 1 Pools	2151046	1120242	BaronMWG	12849179	945586	blexipino	13638141	1	1
63524624	13333489	12423772	GC | ChapoJR	DragonFlamezX	-1	-1	True	13333489	12423772	GC | ChapoJR	DragonFlamezX	Winners Round 1	Round 1 Pools	2151046	2672865	ChapoJR	13333489	3280238	DragonFlamezX	12423772	1	1
63524625	12837260	12512748	MWF | TheSupeu	FTG_Bro	-1	-1	True	12837260	12512748	MWF | TheSupeu	FTG_Bro	Winners Round 1	Round 1 Pools	2151046	1840227	TheSupeu	12837260	3301883	FTG_Bro	12512748	1	1
63524626	12779652	13331757	Pistol	magicsnax1984	-1	-1	True	13331757	12779652	magicsnax1984	Pistol	Winners Round 1	Round 1 Pools	2151046	2635869	Pistol	12779652	2187635	magicsnax1984	13331757	1	1
63524628	12841549	12467743	Fortune	13iggs	-1	-1	True	12467743	12841549	13iggs	Fortune	Winners Round 1	Round 1 Pools	2151046	47833	Fortune	12841549	2519107	13iggs	12467743	1	1
63524629	12538013	13629286	Tiggy	Lockon	-1	-1	True	12538013	13629286	Tiggy	Lockon	Winners Round 1	Round 1 Pools	2151046	1035233	Tiggy	12538013	3514301	Lockon	13629286	1	1
63524630	13344998	13415898	Tonkatruck47	N00bMaster69	-1	-1	True	13344998	13415898	Tonkatruck47	N00bMaster69	Winners Round 1	Round 1 Pools	2151046	1309496	Tonkatruck47	13344998	3477141	N00bMaster69	13415898	1	1
63524631	13436884	13368264	NASR | Big Bird	Sylkai	-1	-1	True	13436884	13368264	NASR | Big Bird	Sylkai	Winners Round 2	Round 1 Pools	2151046	379268	Big Bird	13436884	2643561	Sylkai	13368264	1	2
63524632	12811970	13613481	WiFinder	Lord Akuma	-1	-1	True	12811970	13613481	WiFinder	Lord Akuma	Winners Round 2	Round 1 Pools	2151046	1352765	WiFinder	12811970	231580	Lord Akuma	13613481	1	2
63524633	13566283	13337188	Hupsaiya	Boktor	-1	-1	True	13566283	13337188	Hupsaiya	Boktor	Winners Round 2	Round 1 Pools	2151046	175351	Hupsaiya	13566283	3464712	Boktor	13337188	1	2
63524634	12653235	12849179	TheXButton	BaronMWG	-1	-1	True	12653235	12849179	TheXButton	BaronMWG	Winners Round 2	Round 1 Pools	2151046	413580	TheXButton	12653235	1120242	BaronMWG	12849179	1	2
63524635	12760450	13333489	MADHouse | Michaelangelo	GC | ChapoJR	-1	-1	True	13333489	12760450	GC | ChapoJR	MADHouse | Michaelangelo	Winners Round 2	Round 1 Pools	2151046	226572	Michaelangelo	12760450	2672865	ChapoJR	13333489	1	2
63524636	12837260	13331757	MWF | TheSupeu	magicsnax1984	-1	-1	True	12837260	13331757	MWF | TheSupeu	magicsnax1984	Winners Round 2	Round 1 Pools	2151046	1840227	TheSupeu	12837260	2187635	magicsnax1984	13331757	1	2
63524637	12848214	12467743	広島TEAM iXA | GOUDA	13iggs	-1	-1	True	12848214	12467743	広島TEAM iXA | GOUDA	13iggs	Winners Round 2	Round 1 Pools	2151046	663533	GOUDA	12848214	2519107	13iggs	12467743	1	2
63524638	12538013	13344998	Tiggy	Tonkatruck47	-1	-1	True	12538013	13344998	Tiggy	Tonkatruck47	Winners Round 2	Round 1 Pools	2151046	1035233	Tiggy	12538013	1309496	Tonkatruck47	13344998	1	2
63524639	13436884	12811970	NASR | Big Bird	WiFinder	-1	-1	True	13436884	12811970	NASR | Big Bird	WiFinder	Winners Quarter-Final	Round 1 Pools	2151046	379268	Big Bird	13436884	1352765	WiFinder	12811970	1	3
63524640	13566283	12653235	Hupsaiya	TheXButton	-1	-1	True	12653235	13566283	TheXButton	Hupsaiya	Winners Quarter-Final	Round 1 Pools	2151046	175351	Hupsaiya	13566283	413580	TheXButton	12653235	1	3
63524641	13333489	12837260	GC | ChapoJR	MWF | TheSupeu	-1	-1	True	13333489	12837260	GC | ChapoJR	MWF | TheSupeu	Winners Quarter-Final	Round 1 Pools	2151046	2672865	ChapoJR	13333489	1840227	TheSupeu	12837260	1	3
63524642	12848214	12538013	広島TEAM iXA | GOUDA	Tiggy	-1	-1	True	12848214	12538013	広島TEAM iXA | GOUDA	Tiggy	Winners Quarter-Final	Round 1 Pools	2151046	663533	GOUDA	12848214	1035233	Tiggy	12538013	1	3
63524643	13436884	12653235	NASR | Big Bird	TheXButton	-1	-1	True	13436884	12653235	NASR | Big Bird	TheXButton	Winners Semi-Final	Round 1 Pools	2151046	379268	Big Bird	13436884	413580	TheXButton	12653235	1	4
63524644	13333489	12848214	GC | ChapoJR	広島TEAM iXA | GOUDA	-1	-1	True	12848214	13333489	広島TEAM iXA | GOUDA	GC | ChapoJR	Winners Semi-Final	Round 1 Pools	2151046	2672865	ChapoJR	13333489	663533	GOUDA	12848214	1	4
63524681	13544980	12822215	R.A.W. | serth	Claye	-1	-1	True	12822215	13544980	Claye	R.A.W. | serth	Losers Round 1	Round 1 Pools	2151046	226567	serth	13544980	3362298	Claye	12822215	1	6
63524685	12512748	12779652	FTG_Bro	Pistol	-1	-1	True	12512748	12779652	FTG_Bro	Pistol	Losers Round 1	Round 1 Pools	2151046	3301883	FTG_Bro	12512748	2635869	Pistol	12779652	1	6
63524687	13629286	13415898	Lockon	N00bMaster69	-1	-1	True	13629286	13415898	Lockon	N00bMaster69	Losers Round 1	Round 1 Pools	2151046	3514301	Lockon	13629286	3477141	N00bMaster69	13415898	1	6
63524688	13344998	12846536	Tonkatruck47	Feedz	-1	-1	True	13344998	12846536	Tonkatruck47	Feedz	Losers Round 2	Round 1 Pools	2151046	1309496	Tonkatruck47	13344998	2876479	Feedz	12846536	1	7
63524689	12467743	12822215	13iggs	Claye	-1	-1	True	12467743	12822215	13iggs	Claye	Losers Round 2	Round 1 Pools	2151046	2519107	13iggs	12467743	3362298	Claye	12822215	1	7
63524690	13331757	12846104	magicsnax1984	PD | bXs | Sanchez	-1	-1	True	13331757	12846104	magicsnax1984	PD | bXs | Sanchez	Losers Round 2	Round 1 Pools	2151046	2187635	magicsnax1984	13331757	171159	Sanchez	12846104	1	7
63524691	12760450	13638141	MADHouse | Michaelangelo	blexipino	-1	-1	True	12760450	13638141	MADHouse | Michaelangelo	blexipino	Losers Round 2	Round 1 Pools	2151046	226572	Michaelangelo	12760450	945586	blexipino	13638141	1	7
63524692	12849179	12423772	BaronMWG	DragonFlamezX	-1	-1	True	12849179	12423772	BaronMWG	DragonFlamezX	Losers Round 2	Round 1 Pools	2151046	1120242	BaronMWG	12849179	3280238	DragonFlamezX	12423772	1	7
63524693	13337188	12512748	Boktor	FTG_Bro	-1	-1	True	13337188	12512748	Boktor	FTG_Bro	Losers Round 2	Round 1 Pools	2151046	3464712	Boktor	13337188	3301883	FTG_Bro	12512748	1	7
63524694	13613481	12841549	Lord Akuma	Fortune	-1	-1	True	13613481	12841549	Lord Akuma	Fortune	Losers Round 2	Round 1 Pools	2151046	231580	Lord Akuma	13613481	47833	Fortune	12841549	1	7
63524695	13368264	13629286	Sylkai	Lockon	-1	-1	True	13629286	13368264	Lockon	Sylkai	Losers Round 2	Round 1 Pools	2151046	2643561	Sylkai	13368264	3514301	Lockon	13629286	1	7
63524696	13344998	12467743	Tonkatruck47	13iggs	-1	-1	True	12467743	13344998	13iggs	Tonkatruck47	Losers Round 3	Round 1 Pools	2151046	1309496	Tonkatruck47	13344998	2519107	13iggs	12467743	1	8
63524697	13331757	12760450	magicsnax1984	MADHouse | Michaelangelo	-1	-1	True	12760450	13331757	MADHouse | Michaelangelo	magicsnax1984	Losers Round 3	Round 1 Pools	2151046	2187635	magicsnax1984	13331757	226572	Michaelangelo	12760450	1	8
63524698	12849179	13337188	BaronMWG	Boktor	-1	-1	True	13337188	12849179	Boktor	BaronMWG	Losers Round 3	Round 1 Pools	2151046	1120242	BaronMWG	12849179	3464712	Boktor	13337188	1	8
63524699	13613481	13629286	Lord Akuma	Lockon	-1	-1	True	13629286	13613481	Lockon	Lord Akuma	Losers Round 3	Round 1 Pools	2151046	231580	Lord Akuma	13613481	3514301	Lockon	13629286	1	8
63524700	13566283	12467743	Hupsaiya	13iggs	-1	-1	True	13566283	12467743	Hupsaiya	13iggs	Losers Round 4	Round 1 Pools	2151046	175351	Hupsaiya	13566283	2519107	13iggs	12467743	1	9
63524701	12811970	12760450	WiFinder	MADHouse | Michaelangelo	-1	-1	True	12760450	12811970	MADHouse | Michaelangelo	WiFinder	Losers Round 4	Round 1 Pools	2151046	1352765	WiFinder	12811970	226572	Michaelangelo	12760450	1	9
63524702	12538013	13337188	Tiggy	Boktor	-1	-1	True	12538013	13337188	Tiggy	Boktor	Losers Round 4	Round 1 Pools	2151046	1035233	Tiggy	12538013	3464712	Boktor	13337188	1	9
63524703	12837260	13629286	MWF | TheSupeu	Lockon	-1	-1	True	13629286	12837260	Lockon	MWF | TheSupeu	Losers Round 4	Round 1 Pools	2151046	1840227	TheSupeu	12837260	3514301	Lockon	13629286	1	9
63524704	13566283	12760450	Hupsaiya	MADHouse | Michaelangelo	-1	-1	True	12760450	13566283	MADHouse | Michaelangelo	Hupsaiya	Losers Round 5	Round 1 Pools	2151046	175351	Hupsaiya	13566283	226572	Michaelangelo	12760450	1	10
63524705	12538013	13629286	Tiggy	Lockon	-1	-1	True	12538013	13629286	Tiggy	Lockon	Losers Round 5	Round 1 Pools	2151046	1035233	Tiggy	12538013	3514301	Lockon	13629286	1	10
63454520	13618343	13199910	FPFLucayy	Fodder	0	-1	True	13618343	13199910	FPFLucayy	Fodder	Winners Round 1	Round 1 Pools	2151047	2894118	FPFLucayy	13618343	519122	Fodder	13199910	1	1
63454521	13399399	12425221	Spooky Mango	Sloan	-1	0	True	12425221	13399399	Sloan	Spooky Mango	Winners Round 1	Round 1 Pools	2151047	1978936	Spooky Mango	13399399	1246615	Sloan	12425221	1	1
63454535	12423743	13618343	FLY | Punk	FPFLucayy	2	0	True	12423743	13618343	FLY | Punk	FPFLucayy	Winners Round 2	Round 1 Pools	2151047	240230	Punk	12423743	2894118	FPFLucayy	13618343	1	2
63454536	12425221	13645541	Sloan	BWG | BasedChaos	0	2	True	13645541	12425221	BWG | BasedChaos	Sloan	Winners Round 2	Round 1 Pools	2151047	1246615	Sloan	12425221	1318602	BasedChaos	13645541	1	2
63454537	13376178	13625402	BLACKATLAS	Elixir	0	2	True	13625402	13376178	Elixir	BLACKATLAS	Winners Round 2	Round 1 Pools	2151047	22865	BLACKATLAS	13376178	2850048	Elixir	13625402	1	2
63454538	13588344	13627087	GetGoodFGC | JetKaizer	Exprov	1	2	True	13627087	13588344	Exprov	GetGoodFGC | JetKaizer	Winners Round 2	Round 1 Pools	2151047	686974	JetKaizer	13588344	3512971	Exprov	13627087	1	2
63454539	12848581	13527961	Jav1ts	magicalmako	2	0	True	12848581	13527961	Jav1ts	magicalmako	Winners Round 2	Round 1 Pools	2151047	156623	Jav1ts	12848581	340273	magicalmako	13527961	1	2
63454540	13565183	13272372	STG | ThaRuffProphet	SubOptimal	2	0	True	13565183	13272372	STG | ThaRuffProphet	SubOptimal	Winners Round 2	Round 1 Pools	2151047	1387256	ThaRuffProphet	13565183	862224	SubOptimal	13272372	1	2
63454541	13451246	12481017	LLLightning	Vento	2	1	True	13451246	12481017	LLLightning	Vento	Winners Round 2	Round 1 Pools	2151047	148933	LLLightning	13451246	455642	Vento	12481017	1	2
63454542	13646100	12744473	AJL	Rolo	2	0	True	13646100	12744473	AJL	Rolo	Winners Round 2	Round 1 Pools	2151047	369533	AJL	13646100	2076390	Rolo	12744473	1	2
63454543	12423743	13645541	FLY | Punk	BWG | BasedChaos	2	0	True	12423743	13645541	FLY | Punk	BWG | BasedChaos	Winners Quarter-Final	Round 1 Pools	2151047	240230	Punk	12423743	1318602	BasedChaos	13645541	1	3
63454544	13625402	13627087	Elixir	Exprov	0	2	True	13627087	13625402	Exprov	Elixir	Winners Quarter-Final	Round 1 Pools	2151047	2850048	Elixir	13625402	3512971	Exprov	13627087	1	3
63454545	12848581	13565183	Jav1ts	STG | ThaRuffProphet	2	0	True	12848581	13565183	Jav1ts	STG | ThaRuffProphet	Winners Quarter-Final	Round 1 Pools	2151047	156623	Jav1ts	12848581	1387256	ThaRuffProphet	13565183	1	3
63454546	13451246	13646100	LLLightning	AJL	2	0	True	13451246	13646100	LLLightning	AJL	Winners Quarter-Final	Round 1 Pools	2151047	148933	LLLightning	13451246	369533	AJL	13646100	1	3
63454547	12423743	13627087	FLY | Punk	Exprov	2	0	True	12423743	13627087	FLY | Punk	Exprov	Winners Semi-Final	Round 1 Pools	2151047	240230	Punk	12423743	3512971	Exprov	13627087	1	4
63454548	12848581	13451246	Jav1ts	LLLightning	0	2	True	13451246	12848581	LLLightning	Jav1ts	Winners Semi-Final	Round 1 Pools	2151047	156623	Jav1ts	12848581	148933	LLLightning	13451246	1	4
63454585	13399399	12849148	Spooky Mango	freepops99	-1	0	True	12849148	13399399	freepops99	Spooky Mango	Losers Round 1	Round 1 Pools	2151047	1978936	Spooky Mango	13399399	2843415	freepops	12849148	1	6
63454587	13013358	12476725	MADHouse | Captain Daddy	Fullmetal | Jrock	-1	0	True	12476725	13013358	Fullmetal | Jrock	MADHouse | Captain Daddy	Losers Round 1	Round 1 Pools	2151047	1207726	Captain Daddy	13013358	216094	Jrock	12476725	1	6
63454589	12437418	13154361	OT Melty4life | Bara Kun	cakeisaspy	-1	0	True	13154361	12437418	cakeisaspy	OT Melty4life | Bara Kun	Losers Round 1	Round 1 Pools	2151047	1318847	Bara Kun	12437418	279559	cakeisaspy	13154361	1	6
63454591	13567203	12854795	Roger with a w	GodStarGod	-1	0	True	12854795	13567203	GodStarGod	Roger with a w	Losers Round 1	Round 1 Pools	2151047	103918	Roger with a w	13567203	3369267	GodStarGod	12854795	1	6
63454592	12744473	13199910	Rolo	Fodder	0	-1	True	12744473	13199910	Rolo	Fodder	Losers Round 2	Round 1 Pools	2151047	2076390	Rolo	12744473	519122	Fodder	13199910	1	7
63454593	12481017	12849148	Vento	freepops99	2	0	True	12481017	12849148	Vento	freepops99	Losers Round 2	Round 1 Pools	2151047	455642	Vento	12481017	2843415	freepops	12849148	1	7
63454594	13272372	13591779	SubOptimal	Sith Lord EDP	0	2	True	13591779	13272372	Sith Lord EDP	SubOptimal	Losers Round 2	Round 1 Pools	2151047	862224	SubOptimal	13272372	1889175	Sith Lord EDP	13591779	1	7
63454595	13527961	12476725	magicalmako	Fullmetal | Jrock	1	2	True	12476725	13527961	Fullmetal | Jrock	magicalmako	Losers Round 2	Round 1 Pools	2151047	340273	magicalmako	13527961	216094	Jrock	12476725	1	7
63454596	13588344	12848784	GetGoodFGC | JetKaizer	WIFI_GANG | jawnsunn	2	1	True	13588344	12848784	GetGoodFGC | JetKaizer	WIFI_GANG | jawnsunn	Losers Round 2	Round 1 Pools	2151047	686974	JetKaizer	13588344	245817	jawnsunn	12848784	1	7
63454597	13376178	13154361	BLACKATLAS	cakeisaspy	2	0	True	13376178	13154361	BLACKATLAS	cakeisaspy	Losers Round 2	Round 1 Pools	2151047	22865	BLACKATLAS	13376178	279559	cakeisaspy	13154361	1	7
63454598	12425221	13477473	Sloan	InIt2WynneIt	1	2	True	13477473	12425221	InIt2WynneIt	Sloan	Losers Round 2	Round 1 Pools	2151047	1246615	Sloan	12425221	260407	InIt2WynneIt	13477473	1	7
63454599	13618343	12854795	FPFLucayy	GodStarGod	2	0	True	13618343	12854795	FPFLucayy	GodStarGod	Losers Round 2	Round 1 Pools	2151047	2894118	FPFLucayy	13618343	3369267	GodStarGod	12854795	1	7
63454600	12744473	12481017	Rolo	Vento	0	2	True	12481017	12744473	Vento	Rolo	Losers Round 3	Round 1 Pools	2151047	2076390	Rolo	12744473	455642	Vento	12481017	1	8
63454601	13591779	12476725	Sith Lord EDP	Fullmetal | Jrock	2	0	True	13591779	12476725	Sith Lord EDP	Fullmetal | Jrock	Losers Round 3	Round 1 Pools	2151047	1889175	Sith Lord EDP	13591779	216094	Jrock	12476725	1	8
63454602	13588344	13376178	GetGoodFGC | JetKaizer	BLACKATLAS	2	1	True	13588344	13376178	GetGoodFGC | JetKaizer	BLACKATLAS	Losers Round 3	Round 1 Pools	2151047	686974	JetKaizer	13588344	22865	BLACKATLAS	13376178	1	8
63454603	13477473	13618343	InIt2WynneIt	FPFLucayy	2	0	True	13477473	13618343	InIt2WynneIt	FPFLucayy	Losers Round 3	Round 1 Pools	2151047	260407	InIt2WynneIt	13477473	2894118	FPFLucayy	13618343	1	8
63454604	13625402	12481017	Elixir	Vento	0	2	True	12481017	13625402	Vento	Elixir	Losers Round 4	Round 1 Pools	2151047	2850048	Elixir	13625402	455642	Vento	12481017	1	9
63454605	13645541	13591779	BWG | BasedChaos	Sith Lord EDP	0	2	True	13591779	13645541	Sith Lord EDP	BWG | BasedChaos	Losers Round 4	Round 1 Pools	2151047	1318602	BasedChaos	13645541	1889175	Sith Lord EDP	13591779	1	9
63454606	13646100	13588344	AJL	GetGoodFGC | JetKaizer	2	0	True	13646100	13588344	AJL	GetGoodFGC | JetKaizer	Losers Round 4	Round 1 Pools	2151047	369533	AJL	13646100	686974	JetKaizer	13588344	1	9
63454607	13565183	13477473	STG | ThaRuffProphet	InIt2WynneIt	1	2	True	13477473	13565183	InIt2WynneIt	STG | ThaRuffProphet	Losers Round 4	Round 1 Pools	2151047	1387256	ThaRuffProphet	13565183	260407	InIt2WynneIt	13477473	1	9
63454608	12481017	13591779	Vento	Sith Lord EDP	2	0	True	12481017	13591779	Vento	Sith Lord EDP	Losers Round 5	Round 1 Pools	2151047	455642	Vento	12481017	1889175	Sith Lord EDP	13591779	1	10
63454609	13646100	13477473	AJL	InIt2WynneIt	1	2	True	13477473	13646100	InIt2WynneIt	AJL	Losers Round 5	Round 1 Pools	2151047	369533	AJL	13646100	260407	InIt2WynneIt	13477473	1	10
63532875	13415139	12849902	.lute	Nientiendo | Rockintako	-1	0	True	12849902	13415139	Nientiendo | Rockintako	.lute	Winners Round 1	Round 1 Pools	2151048	724666	.lute	13415139	3368356	Rockintako	12849902	1	1
63532876	12839739	12849421	TokiMekiEmily	Malooph	0	2	True	12849421	12839739	Malooph	TokiMekiEmily	Winners Round 1	Round 1 Pools	2151048	758363	TokiMekiEmily	12839739	3368184	Malooph	12849421	1	1
