playerId	playerTag	last_game_date	latest_rating	best_rating	worst_rating	diff_rating	rank	diff_rank	updated	win_rate	game_n	win_n	lose_n
253797	Redsoul	2023-08-06	1496	1500	1496	-4	3400	-3399	True	0.5	4.0	2.0	2.0
1638743	Usurper	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1552339	Brooscar	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1623004	Kbmay6	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
3361676	jkjedi12	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1754774	TheSauce	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1671092	Tyrannomon	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1695658	Kellow	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
1703727	GEMINI	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1470467	OnlyTiki	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1523041	twang	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
704643	Emperor Afro	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1337536	BlackDragon	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1311106	IRNINJ4	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
3243841	Nudes	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3280101	StrugglingBear	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3280613	TKToastii	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3282622	PeevedZamboni	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
3284925	NiGHTBass	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
3285960	Anti_Hero98	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
3298766	RobbiebobbyXD	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3331829	T_Jones	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
3349276	GrandNutter	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
3349370	GinkO	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3349718	Mu'unch	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3357079	Huntress	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
3357934	hoodlum74	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3358718	GroovyGabe	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3360578	NirvanaFlames	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
2461572	GartMob	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
2457819	Salty Sailor	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
2306050	AshAshAshAsh	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
1225793	frenchfryguy	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1260717	Blitz	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1264996	EliteHavoc	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1267508	ondantrolene	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
