Datetime(UTC)	Event	Bracket	Round	Player1	Player2	Player1Score	Player2Score	Player1Chars	Player2Chars	RateDiff
2025-07-21 02:42:10 UTC	BLINK RESPAWN 2025	Top 8	Grand Final Reset	565873	277358	3	1	Dee Jay	Ed	15
2025-07-21 02:20:18 UTC	BLINK RESPAWN 2025	Top 8	Grand Final	565873	277358	3	2	Ed	Ed	9
2025-07-21 01:59:41 UTC	BLINK RESPAWN 2025	Top 8	Losers Final	565873	395486	3	2	Ed	Mai	9
2025-07-21 01:41:09 UTC	BLINK RESPAWN 2025	Top 8	Losers Semi-Final	565873	183027	3	0	Dee Jay	Kimberly	16
2025-07-21 01:30:54 UTC	BLINK RESPAWN 2025	Top 8	Winners Final	277358	395486	3	1	Ed	Mai	16
2025-07-21 01:10:22 UTC	BLINK RESPAWN 2025	Top 8	Losers Quarter-Final	565873	3433085	3	0	Ed	Ryu	15
2025-07-21 01:00:12 UTC	BLINK RESPAWN 2025	Top 8	Losers Quarter-Final	183027	356363	3	2	Kimberly	Rashid	10
2025-07-21 00:48:09 UTC	BLINK RESPAWN 2025	Top 8	Losers Round 1	565873	404179	3	1	Ed	Manon	12
2025-07-21 00:35:37 UTC	BLINK RESPAWN 2025	Top 8	Losers Round 1	183027	157225	3	1	Kimberly	Juri	15
2025-07-21 00:13:24 UTC	BLINK RESPAWN 2025	Top 8	Winners Semi-Final	277358	356363	3	1	Ed	Rashid	15
2025-07-20 23:57:11 UTC	BLINK RESPAWN 2025	Top 8	Winners Semi-Final	395486	3433085	3	0	Chun-Li	Ryu	18
2025-07-20 01:26:38 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 3	565873	2056200	2	0			12
2025-07-20 01:16:16 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 3	404179	2151987	2	1			10
2025-07-20 01:07:50 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 3	183027	404377	2	0			15
2025-07-20 00:52:45 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 3	157225	3935651	2	0			16
2025-07-20 00:46:24 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 2	404179	385608	2	1			10
2025-07-20 00:37:00 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 2	2056200	314715	2	1			10
2025-07-20 00:23:53 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 2	3935651	3524304	2	0			16
2025-07-20 00:19:08 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 1	404179	224650	2	0			15
2025-07-20 00:01:17 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 1	3524304	2360463	2	1			10
2025-07-19 23:48:26 UTC	BLINK RESPAWN 2025	Top 24	Winners Quarter-Final	277358	2151987	2	1			10
2025-07-19 23:36:44 UTC	BLINK RESPAWN 2025	Top 24	Winners Quarter-Final	356363	565873	2	1			13
2025-07-19 23:33:49 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 2	183027	3757151	2	1			9
2025-07-19 23:28:36 UTC	BLINK RESPAWN 2025	Top 24	Winners Quarter-Final	395486	157225	2	1			10
2025-07-19 23:25:53 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 1	314715	135910	2	1			10
2025-07-19 23:25:24 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 1	3757151	1455289	2	1			10
2025-07-19 23:24:44 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 1	2056200	3674027	2	0			15
2025-07-19 23:22:29 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 1	183027	4143648	2	0			14
2025-07-19 23:21:14 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 1	3935651	3997827	2	0			15
2025-07-19 23:18:40 UTC	BLINK RESPAWN 2025	Top 24	Losers Round 1	385608	138015	2	0			15
2025-07-19 23:12:55 UTC	BLINK RESPAWN 2025	Top 24	Winners Quarter-Final	3433085	404377	2	0			16
2025-07-19 23:10:31 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 2	138015	140787	2	0			16
2025-07-19 22:59:31 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 2	314715	131806	2	0			15
2025-07-19 22:54:15 UTC	BLINK RESPAWN 2025	Top 48	Winners Quarter-Final	404377	3674027	2	0			16
2025-07-19 22:47:11 UTC	BLINK RESPAWN 2025	Top 48	Winners Quarter-Final	277358	3935651	2	0			15
2025-07-19 22:46:39 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 2	2056200	590232	2	0			14
2025-07-19 22:37:30 UTC	BLINK RESPAWN 2025	Top 48	Winners Quarter-Final	2151987	2360463	2	0			15
2025-07-19 22:28:37 UTC	BLINK RESPAWN 2025	Top 48	Winners Quarter-Final	356363	183027	2	1			12
2025-07-19 22:20:18 UTC	BLINK RESPAWN 2025	Top 48	Winners Quarter-Final	565873	1455289	2	0			11
2025-07-19 22:12:34 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 2	404179	632437	2	0			14
2025-07-19 22:11:52 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 2	3524304	2275003	2	1			10
2025-07-19 22:10:37 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 2	3997827	1816209	2	1			10
2025-07-19 22:03:49 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	404179	3602046	2	1			9
2025-07-19 22:03:15 UTC	BLINK RESPAWN 2025	Top 48	Winners Quarter-Final	395486	385608	2	1			10
2025-07-19 22:02:18 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	632437	291259	2	0			16
2025-07-19 22:00:42 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	3997827	224697	2	0			15
2025-07-19 22:00:08 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 2	4143648	1849364	2	0			16
2025-07-19 21:59:55 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	2056200	1408573	2	1			9
2025-07-19 21:59:25 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	138015	314782	2	0			15
2025-07-19 21:58:56 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	140787	141095	2	0			16
2025-07-19 21:57:51 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 2	3757151	148527	2	0			15
2025-07-19 21:56:05 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	3524304	699782	2	0			15
2025-07-19 21:54:19 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	314715	327935	2	1			10
2025-07-19 21:51:00 UTC	BLINK RESPAWN 2025	Top 48	Winners Quarter-Final	157225	224650	2	1			10
2025-07-19 21:50:06 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	2275003	1231457	2	0			15
2025-07-19 21:49:12 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	131806	173790	2	1			10
2025-07-19 21:48:32 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	590232	232824	2	1			10
2025-07-19 21:48:19 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	3757151	141329	2	1			10
2025-07-19 21:46:20 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	1816209	214100	2	0			15
2025-07-19 21:45:37 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	4143648	1791717	2	0			15
2025-07-19 21:43:47 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	148527	2461262	2	1			10
2025-07-19 21:43:23 UTC	BLINK RESPAWN 2025	Top 48	Losers Round 1	1849364	2957267	2	0			16
2025-07-19 21:39:31 UTC	BLINK RESPAWN 2025	Top 48	Winners Quarter-Final	3433085	135910	2	1			10
2025-07-19 21:29:17 UTC	BLINK RESPAWN 2025	Bracket	Losers Semi-Final	2056200	487424	2	0			13
2025-07-19 21:27:10 UTC	BLINK RESPAWN 2025	Bracket	Losers Semi-Final	1791717	370479	2	0			16
2025-07-19 21:19:54 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	2056200	294549	2	0			13
2025-07-19 21:18:45 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	370479	1706282	2	1			10
2025-07-19 21:16:44 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	487424	3562151	2	0			16
2025-07-19 21:14:54 UTC	BLINK RESPAWN 2025	Bracket	Winners Final	3674027	2275003	2	1			11
2025-07-19 21:12:33 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	1791717	364494	2	0			15
2025-07-19 21:12:00 UTC	BLINK RESPAWN 2025	Bracket	Losers Semi-Final	314715	309520	2	0			14
2025-07-19 21:08:48 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	3562151	3942067	2	1			10
2025-07-19 21:04:26 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	309520	309738	2	0			16
2025-07-19 21:03:00 UTC	BLINK RESPAWN 2025	Bracket	Winners Final	183027	3602046	2	0			13
2025-07-19 21:01:55 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	2275003	1791717	2	1			11
2025-07-19 21:01:18 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	370479	395559	2	0			15
2025-07-19 21:00:33 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	294549	2513272	2	0			16
2025-07-19 20:59:38 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	314715	751061	2	0			13
2025-07-19 20:59:14 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	3562151	708054	2	1			10
2025-07-19 20:57:49 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	309520	1891878	2	1			10
2025-07-19 20:56:29 UTC	BLINK RESPAWN 2025	Bracket	Winners Final	277358	131806	2	1			9
2025-07-19 20:53:03 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	370479	4166357	2	0			15
2025-07-19 20:52:08 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	751061	314847	2	0			16
2025-07-19 20:50:39 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	294549	618871	2	0			15
2025-07-19 20:50:37 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	2513272	4655652	2	0			16
2025-07-19 20:49:56 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	364494	2116122	2	0			16
2025-07-19 20:49:18 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	708054	4380671	2	0			15
2025-07-19 20:49:08 UTC	BLINK RESPAWN 2025	Bracket	Losers Semi-Final	314782	1545059	2	0			16
2025-07-19 20:49:03 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	1891878	1923402	2	0			15
2025-07-19 20:47:51 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	183027	487424	2	0			13
2025-07-19 20:45:26 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	1791717	370479	2	0			16
2025-07-19 20:44:53 UTC	BLINK RESPAWN 2025	Bracket	Winners Final	565873	140787	2	0			11
2025-07-19 20:44:29 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	395559	384418	2	1			10
2025-07-19 20:43:17 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	1545059	4323279	2	0			16
2025-07-19 20:42:04 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	2116122	671755	2	1			10
2025-07-19 20:41:46 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	4655652	4853336	2	0			16
2025-07-19 20:40:44 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	487424	294549	2	1			11
2025-07-19 20:40:34 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	3942067	2943201	2	1			10
2025-07-19 20:39:43 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	364494	4655689	2	1			10
2025-07-19 20:39:08 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	3602046	2056200	2	1			12
2025-07-19 20:34:27 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	277358	1545059	2	0			13
2025-07-19 20:34:06 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	1923402	4618709	2	1			10
2025-07-19 20:32:13 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	751061	4861545	2	0			15
2025-07-19 20:30:49 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	3674027	1706282	2	0			15
2025-07-19 20:30:13 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	309520	622660	2	0			14
2025-07-19 20:28:34 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 1	4380671	4333429	2	0			16
2025-07-19 20:28:01 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	314782	174929	2	1			10
2025-07-19 20:27:48 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	314847	4389571	2	0			16
2025-07-19 20:26:38 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	183027	2513272	2	0			12
2025-07-19 20:26:25 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	2275003	395559	2	1			10
2025-07-19 20:26:22 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	4323279	1162926	2	0			16
2025-07-19 20:24:38 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	1706282	364494	2	1			11
2025-07-19 20:23:36 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	140787	314715	2	0			18
2025-07-19 20:22:35 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	622660	4091213	2	0			16
2025-07-19 20:21:30 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	294549	4380671	2	0			15
2025-07-19 20:21:21 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	2943201	533751	2	0			15
2025-07-19 20:20:33 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	4323279	156735	2	1			10
2025-07-19 20:19:32 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	131806	314782	2	1			11
2025-07-19 20:19:00 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	3674027	2116122	2	0			15
2025-07-19 20:18:20 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	4389571	1940083	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 20:17:36 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	174929	180265	2	0			15
2025-07-19 20:16:41 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	3602046	3562151	2	0			16
2025-07-19 20:15:59 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	618871	1073988	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 20:15:51 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	671755	3030705	2	0			15
2025-07-19 20:15:24 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	4861545	4132111	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 20:15:17 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 1	4861545	2002326	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 20:13:20 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	565873	309738	2	0			10
2025-07-19 20:12:51 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	180265	2742975	2	0			16
2025-07-19 20:12:37 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	2513272	533751	2	0			15
2025-07-19 20:11:04 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	174929	3801448	2	0			15
2025-07-19 20:10:38 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	314715	1891878	2	1			9
2025-07-19 20:09:31 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	1162926	4654151	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 20:08:22 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	131806	1162926	2	0			15
2025-07-19 20:07:06 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	3562151	1073988	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 20:06:53 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	309738	751061	2	1			11
2025-07-19 20:05:32 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	2742975	681386	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 20:05:26 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	2056200	3942067	2	0			13
2025-07-19 20:05:21 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	384418	413271	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 20:04:06 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 1	384418	4167171	2	0			15
2025-07-19 20:03:51 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	314782	4323279	2	0			15
2025-07-19 20:03:42 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	4655689	2281630	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 20:02:23 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	3801448	1928867	2	1			10
2025-07-19 20:02:22 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	4166357	2972996	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 20:01:39 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	140787	309520	2	0			16
2025-07-19 20:00:05 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	277358	180265	2	0			13
2025-07-19 19:59:58 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	565873	314847	2	0			11
2025-07-19 19:59:42 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	314715	4389571	2	0			13
2025-07-19 19:58:24 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	1791717	4655689	2	0			14
2025-07-19 19:57:54 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	4654151	2312283	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 19:57:35 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	1162926	681386	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 19:56:45 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	751061	622660	2	0			15
2025-07-19 19:55:01 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	156735	4205279	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 19:54:59 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	309520	2002326	W (DQ/FF)	L (DQ/FF)			9
2025-07-19 19:54:04 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	2116122	413271	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 19:53:42 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	183027	2943201	2	0			12
2025-07-19 19:53:40 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	1545059	174929	2	0			16
2025-07-19 19:53:10 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	1891878	1940083	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 19:53:01 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	3942067	4853336	2	0			15
2025-07-19 19:52:52 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	277358	4654151	W (DQ/FF)	L (DQ/FF)			8
2025-07-19 19:52:35 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 1	3801448	3519429	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 19:52:14 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	309738	4091213	2	0			15
2025-07-19 19:49:13 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	314847	1923402	2	0			15
2025-07-19 19:49:06 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	2056200	4655652	2	0			12
2025-07-19 19:48:26 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	140787	4132111	W (DQ/FF)	L (DQ/FF)			9
2025-07-19 19:48:10 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	4323279	3801448	2	0			15
2025-07-19 19:47:33 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	395559	671755	2	1			11
2025-07-19 19:46:23 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	487424	708054	2	0			15
2025-07-19 19:45:34 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	3602046	618871	2	0			15
2025-07-19 19:43:35 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 1	4655689	4167171	2	0			15
2025-07-19 19:42:32 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	1706282	2972996	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 19:41:43 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 1	4654151	3519429	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 19:41:17 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	1545059	156735	2	0			15
2025-07-19 19:40:19 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	565873	4618709	2	0			10
2025-07-19 19:40:09 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	3674027	384418	2	0			15
2025-07-19 19:37:13 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 1	4655652	4333429	2	0			15
2025-07-19 19:36:15 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	314782	1928867	2	0			14
2025-07-19 19:36:13 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	180265	2312283	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 19:35:22 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	131806	2742975	2	0			14
2025-07-19 19:33:39 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	364494	4166357	2	0			15
2025-07-19 19:32:08 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 1	4618709	4861545	2	0			16
2025-07-19 19:31:43 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	2275003	3030705	2	0			14
2025-07-19 19:29:48 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	174929	4205279	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 19:27:11 UTC	BLINK RESPAWN 2025	Bracket	Winners Round 2	370479	2281630	W (DQ/FF)	L (DQ/FF)			9
2025-07-19 19:13:38 UTC	BLINK RESPAWN 2025	Bracket	Winners Final	3433085	3997827	2	1			10
2025-07-19 19:13:27 UTC	BLINK RESPAWN 2025	Bracket	Winners Final	224650	2957267	2	0			15
2025-07-19 19:09:24 UTC	BLINK RESPAWN 2025	Bracket	Losers Semi-Final	3757151	240230	2	0			14
2025-07-19 19:01:31 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	3757151	2396793	2	0			13
2025-07-19 18:58:33 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	240230	4855687	W	L			10
2025-07-19 18:56:19 UTC	BLINK RESPAWN 2025	Bracket	Winners Final	2360463	232824	2	1			10
2025-07-19 18:55:01 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	3997827	3757151	2	1			12
2025-07-19 18:52:00 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	4855687	312188	W	L			10
2025-07-19 18:51:31 UTC	BLINK RESPAWN 2025	Bracket	Losers Semi-Final	699782	1373583	2	0			16
2025-07-19 18:51:07 UTC	BLINK RESPAWN 2025	Bracket	Losers Semi-Final	1849364	376041	2	0			15
2025-07-19 18:46:36 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	1373583	1182949	2	0			16
2025-07-19 18:45:54 UTC	BLINK RESPAWN 2025	Bracket	Winners Final	404377	3524304	2	1			11
2025-07-19 18:44:05 UTC	BLINK RESPAWN 2025	Bracket	Losers Semi-Final	291259	70855	2	0			16
2025-07-19 18:43:26 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	4855687	3499382	W	L			10
2025-07-19 18:43:11 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	1849364	292318	2	0			14
2025-07-19 18:41:03 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	376041	1686352	2	0			16
2025-07-19 18:40:35 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	699782	4835645	2	0			15
2025-07-19 18:39:12 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	2957267	1182949	2	1			10
2025-07-19 18:35:43 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	3997827	3499382	2	0			14
2025-07-19 18:35:20 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	292318	1282873	2	1			10
2025-07-19 18:34:47 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	70855	449179	2	0			16
2025-07-19 18:33:51 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	404377	1686352	2	0			14
2025-07-19 18:33:42 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	1373583	1212629	2	0			15
2025-07-19 18:33:32 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	376041	4649244	2	0			15
2025-07-19 18:33:15 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	2396793	4546666	2	0			16
2025-07-19 18:33:06 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	699782	621189	2	0			14
2025-07-19 18:29:44 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	3433085	240230	2	1			10
2025-07-19 18:28:25 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	224650	4835645	2	0			15
2025-07-19 18:27:24 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	232824	70855	2	1			11
2025-07-19 18:25:38 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	4649244	2894905	2	0			16
2025-07-19 18:25:24 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	1212629	3568558	2	0			16
2025-07-19 18:25:10 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	1282873	2941041	2	0			15
2025-07-19 18:24:01 UTC	BLINK RESPAWN 2025	Bracket	Winners Semi-Final	3524304	1849364	2	0			16
2025-07-19 18:22:43 UTC	BLINK RESPAWN 2025	Bracket	Losers Quarter-Final	291259	3470973	2	0			15
2025-07-19 18:21:44 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	2396793	3914249	2	1			10
2025-07-19 18:21:27 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	312188	1861259	2	0			15
2025-07-19 18:21:06 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	4546666	4535224	2	0			16
2025-07-19 18:20:37 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	1282873	4656930	2	0			15
2025-07-19 18:18:06 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	292318	4192117	2	0			15
2025-07-19 18:17:33 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	1849364	4649244	2	0			14
2025-07-19 18:16:23 UTC	BLINK RESPAWN 2025	Bracket	Winners Quarter-Final	224650	1212629	2	0			15
2025-07-19 18:16:08 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	312188	4851283	2	1			10
2025-07-19 18:15:45 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	376041	619601	2	1			10
2025-07-19 18:13:53 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 4	3470973	1013237	2	0			16
2025-07-19 18:13:50 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	2894905	4853316	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 18:13:43 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 1	2894905	600723	W (DQ/FF)	L (DQ/FF)			10
2025-07-19 18:12:20 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 3	1373583	313771	2	1			10
2025-07-19 18:11:44 UTC	BLINK RESPAWN 2025	Bracket	Losers Round 2	3914249	280102	W (DQ/FF)	L (DQ/FF)			10
